09/07/2015 (24 CPU)
0.29 0.79 5.31
0.38 0.67 5.90
0.42 0.71 5.10
0.21 0.71 5.27
0.50 0.83 5.88
0.25 0.71 5.40
0.33 0.96 5.21
0.29 0.92 5.30
0.38 0.79 5.85
0.38 0.71 5.30
0.42 0.67 5.31
0.29 0.63 6.07
0.25 0.79 5.27
0.33 0.67 5.31
0.29 0.75 5.98
0.42 0.79 5.34
0.29 1.04 5.22
0.42 0.88 5.43
0.46 0.79 5.59
0.42 0.67 5.27
0.29 0.88 5.30
0.29 0.88 6.06
0.42 0.83 5.30
0.38 0.92 5.30
0.29 0.96 5.72
0.38 0.88 5.55
0.33 0.96 5.17
0.38 0.71 5.23
0.29 0.79 6.06
0.29 0.79 5.27
0.25 0.92 5.26
0.79 1.00 5.84
0.29 0.75 5.48
0.42 0.75 5.30
0.29 0.84 5.48
0.33 0.88 5.72
0.29 0.79 5.27
0.38 0.67 5.31
0.29 0.79 6.27
0.38 0.79 5.26
0.29 0.67 5.27
0.29 0.84 5.56
0.21 0.84 5.47
0.29 0.67 5.44
0.17 0.75 5.18
0.42 0.88 6.01
0.25 0.63 5.32
0.33 0.71 5.27
0.25 0.84 5.73
0.33 0.75 5.64
0.38 0.71 5.06
0.21 0.71 5.23
0.25 0.92 6.02
0.33 0.83 5.43
0.29 0.96 5.26
0.38 0.84 5.72
0.42 0.96 5.55
0.25 0.96 5.18
0.42 0.79 5.68
0.33 0.79 5.47
0.38 0.67 5.23
0.29 1.04 5.25
0.42 0.92 5.63
0.42 0.79 5.51
0.38 0.92 5.05
0.33 0.92 5.14
0.38 0.83 5.97
0.42 0.88 5.26
0.33 0.79 5.23
0.33 0.88 5.76
0.38 0.79 5.55
0.33 0.84 5.27
0.34 0.71 5.07
0.29 0.96 5.76
0.33 0.92 5.34
0.29 0.92 5.22
0.25 0.75 5.98
0.25 0.79 5.31
0.38 0.59 5.40
0.33 0.84 5.93
0.33 0.75 5.36
0.33 0.79 5.27
0.42 0.88 5.76
0.25 1.04 5.63
0.33 0.92 5.01
0.33 0.79 5.44
0.33 0.84 5.73
0.38 0.92 5.18
0.38 0.79 5.43
0.33 0.88 5.89
0.29 0.84 5.26
0.29 0.75 5.27
0.29 0.79 6.02
0.21 1.00 5.39
0.33 0.84 5.23
0.38 0.75 5.31
0.33 0.88 5.64
0.38 0.88 5.14
0.38 0.88 5.39
0.33 0.63 5.90
0.29 1.08 5.29
0.38 0.88 5.26
0.25 0.88 6.02
0.38 0.84 5.26
0.38 0.84 5.23
0.38 0.96 5.80
0.33 0.92 5.51
0.33 0.84 5.23
0.33 0.71 5.27
0.25 0.88 5.81
0.33 0.71 5.23
0.29 0.84 5.27
0.29 0.88 6.02
0.42 0.79 5.39
0.25 0.84 5.31
0.38 0.84 6.02
0.38 0.79 5.27
0.33 0.84 5.22
0.38 0.79 6.10
0.42 0.88 5.30
0.42 0.79 4.93
0.38 1.75 3.71
0.83 0.75 3.67
0.71 0.46 4.02
1.13 0.58 3.55
0.84 0.54 3.72
0.88 0.63 3.84
0.79 0.50 3.72
0.79 0.75 4.13
0.75 0.50 3.68
0.58 0.83 4.09
0.88 0.63 3.67
0.59 0.54 4.06
0.92 0.46 3.72
0.71 0.79 4.01
0.75 0.58 3.75
0.83 0.71 3.75
0.63 0.58 3.80
0.84 0.38 3.80
0.75 0.54 4.05
0.63 0.58 3.84
0.67 0.63 3.68
0.50 0.75 4.13
0.67 0.46 3.93
0.67 0.71 3.92
0.50 0.54 3.97
0.63 0.46 3.76
0.67 0.63 4.05
0.54 0.58 3.97
0.67 0.46 3.84
0.71 0.63 3.84
0.58 0.46 4.09
0.54 0.54 3.89
0.67 0.42 3.80
0.59 0.50 3.84
0.54 0.67 3.89
0.58 0.54 4.09
0.50 0.54 3.85
0.58 0.58 3.96
0.96 0.67 3.88
0.59 0.46 3.80
0.54 0.54 3.84
0.54 0.71 4.09
0.58 0.63 4.01
0.54 0.71 3.84
0.46 0.63 3.89
3.29 0.21 0.83
3.00 0.08 0.00
