60 GB	50 GB	45 GB	
1.7141	1.66092	1.7239	
1.71806	1.65706	1.72879	
1.72236	1.64936	1.73088	
1.73034	1.64571	1.68144	
1.73937	1.66757	1.67707	
1.7602	1.66694	1.66935	
1.7718	1.63729	1.68974	
1.80357	1.64093	1.68704	
1.80924	1.63865	1.66912	
1.81693	1.64232	1.69631	
1.83033	1.64557	1.70571	
1.84745	1.64573	1.68363	
1.85723	1.65015	1.68186	
1.84552	1.64441	1.67922	
1.85073	1.64258	1.67888	
1.88252	1.64566	1.68147	
1.87884	1.64459	1.6879	
1.87802	1.62893	1.69117	
1.86712	1.63513	1.68746	
1.87106	1.6547	1.67969	
1.9187	1.65248	1.6595	
1.89745	1.6626	1.65548	
1.90484	1.6743	1.64231	
1.90593	1.67812	1.63432	
1.90465	1.65824	1.63735	
1.89304	1.65673	1.64436	
1.89522	1.66173	1.64378	
1.87733	1.66218	1.64768	
1.88194	1.66151	1.65141	
1.87695	1.66971	1.66276	
1.87284	1.66759	1.64901	
1.86783	1.66377	1.65422	
1.87301	1.6613	1.6613	
1.86724	1.66532	1.6842	
1.86884	1.66392	1.69079	
1.85114	1.6702	1.6864	
1.8776	1.67322	1.67828	
1.89258	1.69408	1.6721	
1.88965	1.69983	1.67001	
1.87991	1.68271	1.68077	
1.82627	1.68347	1.68632	
1.82222	1.67754	1.68618	
1.80371	1.67052	1.6917	
1.79299	1.6718	1.69172	
1.794	1.67294	1.70904	
1.82434	1.67543	1.70465	
1.82498	1.67736	1.67802	
1.81984	1.67308	1.67272	
1.80187	1.67036	1.69585	
1.80256	1.65501	1.65354	
1.80466	1.65016	1.65827	
1.8064	1.65451	1.65524	
1.82026	1.65623	1.66691	
1.82165	1.6528	1.65056	
1.8142	1.65508	1.64707	
1.80666	1.65293	1.65161	
1.78646	1.67042	1.6548	
1.7749	1.65159	1.66104	
1.78165	1.6555	1.66442	
1.77986	1.65343	1.65125	
1.78417	1.65471	1.65288	
1.78642	1.64578	1.65627	
1.79371	1.64516	1.65346	
1.79988	1.64716	1.65535	
1.8012	1.64781	1.6714	
1.77597	1.65272	1.67396	
1.77869	1.65682	1.68064	
1.77645	1.6569	1.68584	
1.82405	1.66429	1.66421	
1.81879	1.67327	1.68112	
1.80786	1.68109	1.68159	
1.82206	1.678	1.67353	
1.79579	1.67475	1.65889	
1.78929	1.67788	1.66144	
1.78098	1.70801	1.66558	
1.75808	1.72104	1.68055	
1.74456	1.70338	1.70422	
1.73193	1.70357	1.70222	
1.72317	1.68792	1.69825	
1.7154	1.68228	1.69996	
1.69716	1.6858	1.71872	
1.69643	1.69535	1.70868	
1.69078	1.69324	1.70509	
1.68222	1.69016	1.70511	
1.67569	1.6908	1.6732	
1.66485	1.68409	1.67344	
1.65043	1.68079	1.77745	
1.6702	1.68602	1.77775	
1.62319	1.69403	1.77745	
1.65704	1.69715	1.76343	
1.66555	1.69258	1.78053	
1.6536	1.69094	1.78105	
1.66644	1.71237	1.78335	
1.6655	1.7116	1.78026	
1.67053	1.68365	1.7774	
1.68534	1.69606	1.75839	
1.7004	1.70038	1.74092	
1.71437	1.69664	1.73916	
1.72567	1.69647	1.77084	
1.7423	1.70393	1.77024	
1.75855	1.70508	1.77424	
1.76658	1.69288	1.80044	
1.77817	1.69285	1.82589	
1.79613	1.69174	1.83554	
1.80225	1.68418	1.84994	
1.81701	1.68493	1.85138	
1.82967	1.68504	1.7477	
1.8157	1.6822	1.7466	
1.82954	1.67583	1.75975	
1.81521	1.66613	1.76338	
1.98953	1.68158	1.74053	
1.98612	1.68603	1.74028	
1.97617	1.66732	1.75568	
1.98055	1.66958	1.75453	
1.98773	1.66483	1.77952	
1.99733	1.63744	1.78073	
1.99687	1.63647	1.77747	
1.9918	1.63694	1.77853	
1.98961	1.63878	1.74952	
1.987	1.63601	1.74979	
1.97763	1.63212	1.74478	
1.97236	1.63257	1.72779	
1.97315	1.63173	1.71588	
1.98557	1.63488	1.70913	
1.98472	1.63924	1.71035	
1.97924	1.63966	1.72049	
1.97747	1.66086	1.71759	
1.97947	1.6603	1.71451	
1.98719	1.65513	1.70341	
1.99315	1.65506	1.72548	
1.82082	1.64188	1.72802	
1.82068	1.63732	1.72969	
1.83064	1.63741	1.71383	
1.85373	1.66872	1.71652	
1.85251	1.67617	1.69034	
1.83802	1.67448	1.69032	
1.84427	1.67264	1.68693	
1.84494	1.67754	1.68964	
1.83936	1.67679	1.69174	
1.83791	1.67614	1.70808	
1.84796	1.67611	1.68916	
1.8466	1.70799	1.68249	
1.84981	1.72043	1.66961	
1.83338	1.72598	1.66631	
1.83974	1.72455	1.66842	
1.83981	1.71944	1.66113	
1.86508	1.69612	1.65903	
1.85841	1.69655	1.65858	
1.84143	1.69233	1.65248	
1.82432	1.69922	1.64648	
1.8218	1.6984	1.6385	
1.82605	1.69766	1.63821	
1.83507	1.71175	1.63556	
1.82108	1.67338	1.63352	
1.81411	1.66845	1.6306	
1.81859	1.66837	1.63787	
1.80921	1.66578	1.70201	
1.825	1.66655	1.7032	
1.82811	1.66365	1.69694	
1.83256	1.66442	1.6811	
1.83216	1.6957	1.67852	
1.83661	1.67175	1.67576	
1.81913	1.65979	1.67439	
1.82154	1.65037	1.67102	
1.81255	1.65389	1.65515	
1.81556	1.66327	1.65672	
1.79135	1.66419	1.66687	
1.78931	1.6623	1.68673	
1.79451	1.66938	1.69079	
1.80027	1.67596	1.67146	
1.81934	1.68993	1.67492	
1.80769	1.69449	1.67748	
1.78629	1.68466	1.67969	
1.77175	1.6952	1.72935	
1.77915	1.69131	1.73362	
1.77383	1.68762	1.72906	
1.77345	1.7199	1.664	
1.75568	1.7149	1.65831	
1.75367	1.72162	1.67321	
1.76149	1.72034	1.67195	
1.74684	1.69072	1.67303	
1.74426	1.6925	1.67188	
1.78533	1.69318	1.67256	
1.77764	1.68959	1.69319	
1.78357	1.68311	1.69259	
1.78477	1.67233	1.68778	
1.78487	1.67099	1.67897	
1.81851	1.66973	1.65679	
1.82539	1.66888	1.65343	
1.81968	1.68708	1.65803	
1.7984	1.67335	1.66221	
1.79924	1.69964	1.66956	
1.80411	1.69275	1.67191	
1.8134	1.68854	1.62856	
1.81496	1.69385	1.62857	
1.82232	1.70047	1.64694	
1.82269	1.67276	1.65184	
1.82574	1.67838	1.65376	
1.83198	1.67555	1.65086	
1.81258	1.68888	1.65095	
1.83929	1.69341	1.66274	
1.8406	1.68561	1.66465	
1.80461	?	1.69719	
1.81104	?	1.68179	
1.81875	?	1.68084	
1.90852	?	1.67517	
1.90718	?	1.67391	
1.87741	?	1.67666	
1.87161	?	1.68166	
1.87228	?	1.68983	
1.87657	?	1.70913	
1.88757	?	1.70094	
1.89761	?	1.69844	
1.89107	?	1.69402	
1.88864	?	1.70397	
1.88106	?	1.6879	
1.87098	
1.86917	
1.87109	
1.90828	
1.91707	
1.91571	
1.92198	
1.92458	
1.91674	
1.83152	
1.82445	
1.82794	
1.82858	
1.83609	
1.8381	
1.83464	
1.82719	
1.82354	
1.81987	
1.81508	
1.84008	
1.83211	
1.81937	
1.79062	
1.79202	
