09/07/2015 (24 CPU)
0.17 0.63 3.84
0.17 0.63 3.92
0.33 0.62 3.79
0.17 0.54 3.93
0.21 0.54 3.89
0.13 0.63 3.93
0.25 0.58 3.84
0.25 0.59 3.89
0.13 0.63 3.89
0.38 0.71 4.04
0.17 0.46 3.85
0.17 0.54 3.89
0.17 0.54 3.93
0.21 0.46 3.81
0.21 0.58 3.92
0.17 0.50 3.89
0.25 0.63 3.88
0.17 0.71 3.88
0.29 0.79 3.84
0.25 0.71 4.00
0.21 0.59 3.76
0.08 0.63 3.85
0.21 0.67 3.92
0.17 0.59 3.89
0.25 0.63 3.92
0.17 0.54 3.89
0.21 0.75 3.79
0.25 0.71 3.88
0.25 0.71 3.76
0.25 0.63 4.01
0.25 0.71 3.84
0.25 0.59 3.89
0.21 0.50 3.89
0.71 0.50 3.76
0.17 0.71 4.09
0.17 0.54 3.80
0.17 0.58 3.93
0.21 0.50 3.80
0.33 0.38 3.89
0.17 0.71 3.92
0.33 0.54 3.88
0.29 0.58 3.92
0.25 0.63 3.89
0.17 0.71 3.84
0.17 0.54 4.02
0.25 0.71 3.88
0.17 0.75 3.84
0.17 0.42 3.93
0.33 0.46 3.76
0.21 0.59 4.05
0.21 0.42 3.89
0.13 0.71 3.80
0.29 0.83 3.88
0.21 0.50 3.93
0.33 0.71 3.96
0.08 0.50 3.89
0.17 0.63 3.93
0.25 0.38 3.81
0.25 0.58 3.84
0.17 0.71 4.01
0.21 0.38 3.81
0.13 0.46 3.85
0.17 0.67 3.80
0.21 0.63 3.89
0.25 0.63 4.01
0.13 0.54 3.93
0.21 0.63 3.89
0.21 0.63 3.88
0.25 0.67 3.80
0.17 0.54 4.06
0.29 0.50 3.80
0.17 0.59 3.93
0.25 0.58 3.80
0.33 0.63 3.88
0.17 0.54 3.93
0.13 0.67 3.93
0.29 0.59 3.89
0.29 0.75 3.88
0.38 0.63 3.92
0.25 0.67 3.84
0.25 0.87 3.91
0.29 0.71 3.88
0.21 0.63 3.84
0.25 0.50 3.76
0.21 0.67 3.80
0.25 0.75 3.88
0.25 0.54 3.80
0.17 0.54 3.89
0.29 0.67 3.92
0.17 0.54 3.93
0.17 0.71 3.89
0.13 0.59 3.89
0.25 0.58 3.88
0.17 0.79 3.88
0.21 0.58 3.92
0.13 0.63 3.89
0.13 0.59 3.77
0.25 0.54 3.93
0.17 0.63 3.80
0.17 0.67 3.97
0.25 0.58 3.97
0.17 0.42 3.81
0.33 0.58 3.84
0.17 0.59 3.89
0.21 0.50 4.05
0.21 0.63 3.85
0.25 0.59 3.76
0.17 0.54 3.85
0.08 0.67 3.80
0.33 0.42 3.97
0.17 0.50 3.81
0.33 0.54 3.88
0.25 0.71 3.84
0.21 0.79 3.76
0.25 0.71 4.05
0.21 0.71 3.88
0.29 0.54 3.80
0.21 0.42 3.81
0.25 0.58 3.80
0.29 0.63 3.96
0.21 0.54 3.80
0.25 0.54 3.80
0.21 0.67 3.84
0.33 0.63 3.84
0.17 0.75 4.01
0.29 0.63 3.76
0.29 0.67 3.88
0.21 0.59 3.85
0.29 0.50 3.76
0.21 0.75 3.88
0.21 0.50 3.89
0.21 0.50 3.80
0.25 0.46 3.81
0.21 0.67 3.80
0.33 0.67 3.97
0.21 0.50 3.81
0.17 0.71 3.88
0.25 0.63 3.72
0.21 0.71 3.88
0.21 0.71 4.01
0.17 0.71 3.80
0.17 0.42 3.85
0.17 0.63 3.97
0.29 0.58 3.80
0.29 0.42 3.97
0.21 0.59 3.76
0.29 0.67 3.88
0.08 0.67 3.89
0.29 0.58 3.80
0.29 0.59 3.97
0.17 0.59 3.89
0.21 0.71 3.88
0.25 0.46 3.85
0.25 0.58 3.80
0.21 0.54 3.93
0.13 0.71 3.68
0.25 0.75 3.84
0.21 0.50 3.93
0.17 0.50 3.77
0.17 0.50 4.01
0.13 0.59 3.81
0.67 0.50 3.89
0.21 0.63 3.85
0.21 0.59 3.89
0.29 0.50 3.97
0.25 0.63 3.88
0.25 0.50 3.93
0.21 0.54 3.80
0.29 0.42 3.93
0.13 0.54 3.89
0.25 0.54 3.93
0.21 0.46 3.76
0.17 0.54 3.89
0.29 0.63 3.88
0.29 0.50 4.01
0.13 0.50 3.77
0.21 0.63 3.89
0.21 0.54 3.93
0.17 0.38 3.90
0.29 0.67 3.92
0.17 0.50 3.81
0.25 0.63 3.92
0.13 0.59 3.76
0.33 0.58 3.92
0.25 0.63 3.97
0.17 0.71 3.88
0.29 0.59 3.76
0.21 0.63 3.93
0.25 0.59 3.85
0.21 0.63 4.01
0.17 0.75 3.92
0.17 0.42 3.85
0.33 0.58 3.79
0.17 0.58 3.97
0.25 0.67 3.96
0.13 0.67 3.80
0.29 0.54 3.89
0.17 0.63 3.85
0.25 0.71 3.84
0.25 0.58 3.97
0.25 0.38 3.89
0.17 0.50 3.93
0.25 0.58 3.84
0.08 0.54 3.81
0.13 0.63 3.93
0.21 0.54 3.89
0.17 0.71 3.80
0.25 0.67 3.88
0.13 0.83 3.88
0.13 0.63 4.02
0.17 0.54 3.81
0.17 0.54 3.93
0.25 0.58 3.88
0.21 0.50 3.84
0.21 0.58 3.97
0.17 0.46 3.85
0.25 0.58 3.88
0.25 0.46 3.81
0.21 0.54 3.93
0.17 0.59 3.97
0.29 0.54 3.93
0.17 0.59 3.80
0.17 0.54 3.93
0.17 0.63 3.93
0.17 0.50 3.93
0.13 0.71 3.88
0.17 0.67 3.80
0.21 0.50 3.97
0.17 0.59 3.93
0.08 0.59 3.89
0.17 0.50 3.89
0.17 0.59 3.89
0.25 0.67 3.76
0.13 0.54 3.93
0.13 0.63 3.97
0.17 0.42 3.93
0.13 0.59 3.80
0.13 0.46 3.89
0.29 0.50 3.84
0.13 0.46 3.94
0.08 0.63 3.80
0.13 0.63 3.89
0.13 0.54 3.89
0.17 0.63 3.80
0.25 0.50 3.97
0.33 0.67 3.88
0.17 0.63 3.93
0.25 0.46 3.85
0.21 0.54 3.93
0.21 0.50 3.89
0.21 0.46 3.89
0.21 0.58 3.88
0.17 0.63 3.80
0.17 0.50 3.89
0.29 0.63 3.92
0.21 0.58 3.84
0.13 0.75 3.88
0.29 0.58 3.92
0.25 0.71 3.92
0.17 0.63 3.88
0.17 0.67 3.88
0.25 0.67 3.84
0.25 0.67 3.88
0.25 0.58 3.80
0.21 0.50 4.18
0.21 0.59 3.89
0.25 0.75 3.75
0.21 0.75 3.88
0.17 0.59 3.89
0.17 0.63 4.14
0.21 0.67 3.92
0.17 0.42 3.77
0.08 0.59 3.93
0.25 0.63 3.80
0.29 0.63 3.92
0.33 0.79 3.79
0.25 0.58 3.88
0.21 0.75 3.88
0.25 0.50 3.93
0.21 0.54 3.84
0.21 0.63 3.84
0.38 0.67 3.92
0.08 0.50 3.81
0.29 0.54 3.84
0.08 0.79 3.72
0.29 0.59 3.64
0.33 0.58 3.63
0.17 0.75 3.55
0.25 0.54 3.68
0.17 0.59 3.68
0.25 0.71 3.59
0.21 0.59 3.64
0.17 0.67 3.60
0.25 0.67 3.67
0.21 0.67 3.72
0.21 0.42 3.64
0.17 0.63 3.59
0.17 0.75 3.63
0.25 0.58 3.55
0.17 0.67 3.67
0.13 0.63 3.51
0.29 0.54 3.51
0.17 0.67 3.47
0.21 0.67 3.46
0.21 0.42 3.64
0.25 0.63 3.51
0.21 0.50 3.51
0.17 0.50 3.55
0.21 0.59 3.93
0.25 0.54 3.80
0.25 0.58 3.92
0.25 0.54 3.89
0.13 0.67 3.89
0.29 0.63 3.88
0.17 0.75 4.01
0.13 0.59 3.89
0.21 0.54 3.84
0.25 0.42 3.89
0.25 0.29 3.81
0.21 0.58 4.05
0.25 0.58 3.80
0.25 0.71 3.84
0.25 0.54 3.88
0.17 0.71 3.72
0.29 0.59 3.89
0.17 0.54 3.77
0.25 0.59 3.84
0.21 0.67 3.72
0.29 0.63 3.88
0.17 0.50 4.02
0.17 0.54 3.81
0.21 0.67 3.92
0.33 0.71 3.67
0.17 0.54 3.77
0.21 0.71 3.88
0.25 0.79 3.67
0.21 0.71 3.80
0.13 0.71 3.76
0.13 0.67 3.72
0.21 0.50 3.68
0.13 0.58 3.55
0.29 0.54 3.47
0.17 0.42 3.56
0.21 0.50 3.47
0.29 0.58 3.47
0.21 0.46 3.51
0.25 0.38 3.52
0.38 0.58 3.59
0.13 0.79 3.76
0.21 0.46 3.97
0.33 0.75 3.91
0.17 0.42 3.81
0.13 0.50 3.89
0.21 0.58 3.80
0.25 0.50 4.26
0.17 0.71 3.88
0.17 0.63 3.76
0.17 0.42 3.93
0.33 0.58 3.88
0.17 0.54 4.02
0.29 0.54 3.80
0.29 0.54 3.92
0.29 0.63 3.92
0.17 0.42 3.81
0.17 0.46 4.02
0.21 0.75 3.84
0.21 0.50 3.89
0.13 0.59 3.89
0.29 0.46 3.80
0.17 0.42 4.02
0.17 0.63 3.80
0.21 0.63 3.93
0.17 0.63 3.84
0.17 0.59 3.93
0.21 0.67 3.84
0.17 0.54 3.93
0.13 0.79 3.80
0.21 0.50 3.84
0.21 0.54 3.68
0.13 0.50 3.98
0.25 0.67 3.88
0.25 0.50 3.89
0.13 0.46 3.89
0.21 0.42 3.81
0.17 0.67 4.01
0.17 0.67 3.92
0.08 0.42 3.81
0.21 0.67 3.92
0.17 0.54 3.93
0.21 0.63 3.76
0.25 0.54 3.88
0.08 0.42 3.86
0.17 0.67 3.80
0.29 0.50 3.89
0.21 0.63 3.92
0.21 0.50 3.93
0.17 0.50 3.93
0.17 0.63 3.93
0.13 0.67 3.80
0.13 0.50 4.02
0.21 0.54 3.93
0.29 0.42 3.81
0.17 0.63 3.89
0.25 0.46 3.89
0.17 0.59 3.76
0.17 0.54 3.93
0.17 0.50 3.77
0.25 0.67 3.92
0.21 0.59 3.93
0.08 0.59 4.02
0.25 0.58 3.80
0.13 0.50 3.89
0.25 0.50 3.80
0.21 0.50 3.89
0.25 0.46 4.02
0.17 0.59 3.80
0.29 0.58 3.88
0.67 0.63 3.76
0.25 0.59 3.84
0.33 0.50 3.88
0.17 0.59 3.89
0.29 0.54 3.92
0.21 0.46 3.76
0.25 0.58 3.92
0.25 0.58 3.84
0.13 0.83 3.88
0.13 0.59 3.93
0.21 0.50 3.80
0.17 0.59 3.89
0.29 0.59 3.97
0.21 0.67 3.88
0.13 0.59 3.85
0.25 0.71 3.88
0.25 0.58 3.84
0.25 0.54 3.93
0.21 0.58 3.76
0.21 0.67 3.88
0.29 0.63 3.92
0.25 0.67 3.84
0.21 0.63 3.92
0.17 0.46 3.89
0.21 0.71 3.88
0.13 0.50 3.81
0.21 0.54 3.93
0.13 0.63 4.01
0.17 0.67 3.76
0.17 0.50 3.93
0.25 0.75 3.79
0.25 0.67 3.88
0.13 0.75 4.01
0.21 0.50 3.80
0.29 0.58 3.92
0.13 0.50 3.89
0.17 0.67 3.80
0.17 0.42 4.06
0.25 0.50 3.93
0.17 0.63 3.89
0.17 0.63 3.76
0.25 0.54 3.92
0.17 0.50 3.93
0.21 0.59 3.93
0.21 0.50 3.76
0.21 0.67 3.92
0.21 0.63 3.88
0.21 0.50 3.89
0.21 0.50 3.89
0.25 0.46 3.89
0.08 0.59 3.93
0.25 0.54 3.80
0.17 0.63 4.05
0.21 0.54 3.80
0.21 0.50 3.89
0.13 0.50 3.89
0.21 0.63 3.80
0.21 0.50 4.02
0.17 0.63 3.89
0.21 0.58 3.80
0.13 0.54 3.89
0.21 0.58 3.97
0.08 0.59 4.01
0.21 0.75 3.84
0.17 0.42 3.89
0.21 0.63 3.80
0.21 0.50 3.93
0.21 0.67 4.05
0.17 0.46 3.81
0.21 0.63 3.88
0.21 0.42 3.89
0.13 0.59 3.77
0.29 0.63 4.05
0.25 0.58 3.88
0.17 0.59 3.80
0.25 0.46 3.89
0.17 0.63 3.80
0.25 0.54 4.05
0.21 0.71 3.88
0.17 0.54 3.81
0.13 0.75 3.88
0.13 0.71 3.88
0.13 0.63 3.89
0.21 0.50 3.93
0.21 0.58 3.93
0.13 0.50 3.81
0.25 0.54 3.89
0.21 0.67 4.01
0.25 0.58 3.80
0.25 0.58 3.88
0.17 0.67 3.80
0.08 0.71 3.89
0.17 0.46 4.02
0.17 0.54 3.93
0.25 0.71 3.75
0.25 0.54 3.89
0.17 0.50 3.93
0.17 0.50 3.97
0.13 0.63 3.89
0.13 0.75 3.72
0.17 0.75 3.80
0.33 0.75 3.83
0.25 0.63 3.84
0.17 0.63 3.76
0.21 0.67 3.88
0.17 0.59 3.93
0.21 0.46 3.81
0.13 0.50 4.06
0.13 0.42 3.90
0.29 0.63 3.84
0.17 0.63 3.92
0.17 0.63 3.80
0.21 0.50 4.01
0.21 0.75 3.79
0.17 0.71 3.92
0.13 0.46 3.81
0.29 0.71 3.80
0.21 0.67 3.89
0.17 0.59 3.68
0.21 0.63 3.84
0.25 0.50 3.81
0.25 0.79 3.87
0.17 0.54 3.97
0.13 0.50 3.85
0.17 0.63 3.88
0.17 0.59 3.89
0.29 0.54 3.80
0.29 0.58 4.05
0.17 0.54 3.89
0.21 0.63 3.80
0.21 0.63 3.89
0.25 0.63 3.92
0.17 0.54 3.93
0.25 0.63 3.84
0.25 0.42 3.93
0.21 0.50 3.85
0.13 0.59 3.93
0.17 0.58 3.97
0.17 0.63 3.93
0.17 0.63 3.88
0.13 0.59 3.89
0.17 0.67 3.76
0.21 0.63 4.01
0.25 0.71 3.88
0.17 0.50 3.85
0.25 0.58 3.88
0.17 0.54 3.85
0.25 0.46 4.02
0.33 0.38 3.97
0.17 0.58 3.80
0.21 0.50 3.93
0.17 0.63 3.84
0.21 0.59 3.89
0.17 0.63 3.93
0.25 0.50 3.89
0.17 0.50 3.89
0.21 0.67 3.80
0.17 0.46 4.02
0.25 0.63 3.68
0.17 0.50 3.89
0.17 0.59 3.76
0.21 0.75 3.84
0.25 0.59 3.93
0.25 0.50 3.72
0.25 0.59 3.80
0.08 0.71 3.72
0.29 0.67 3.75
0.21 0.71 3.88
0.25 0.59 3.80
0.17 0.67 3.71
0.25 0.59 3.84
0.17 0.54 3.76
0.21 0.67 3.93
0.21 0.63 3.80
0.21 0.54 3.68
0.33 0.67 3.76
0.25 0.67 3.76
0.13 0.63 3.93
0.33 0.59 3.72
0.13 0.79 3.80
0.25 0.67 3.72
0.17 0.67 3.80
0.25 0.67 3.84
0.33 0.63 3.76
0.13 0.59 3.69
0.25 0.50 3.81
0.29 0.75 3.80
0.29 0.46 3.77
0.17 0.71 3.72
0.17 0.67 3.80
0.17 0.75 3.80
0.21 0.92 3.79
0.29 0.67 3.96
0.21 0.67 3.68
0.17 0.59 3.81
0.21 0.63 3.68
0.17 0.71 3.72
0.17 0.67 3.80
0.21 0.59 3.73
0.21 0.50 3.81
0.21 0.67 3.64
0.21 0.75 3.72
0.25 0.75 3.88
0.21 0.46 3.77
0.29 0.58 3.84
0.21 0.54 3.81
0.25 0.42 3.77
0.17 0.71 3.97
0.17 0.59 3.81
0.13 0.79 3.72
0.17 0.63 3.85
0.25 0.63 3.72
0.25 0.79 3.80
0.29 0.79 3.79
0.25 0.63 3.76
0.21 0.54 3.72
0.13 0.63 3.76
0.21 0.71 3.84
0.25 0.67 3.72
0.21 0.63 3.76
0.21 0.67 3.47
0.29 0.79 3.38
0.13 0.67 3.56
0.21 0.75 3.30
0.25 0.75 3.38
0.25 0.83 3.46
0.33 0.58 3.34
0.29 0.75 3.55
0.25 0.75 3.46
0.25 0.63 3.51
0.29 0.59 3.47
0.21 0.63 3.72
0.21 0.59 3.93
0.17 0.75 3.84
0.21 0.71 3.68
0.29 0.67 3.80
0.21 0.63 3.84
0.13 0.71 3.93
0.29 0.58 3.72
0.17 0.67 3.80
0.25 0.54 3.76
0.21 0.71 3.80
0.29 0.54 3.84
0.21 0.59 3.72
0.21 0.71 3.72
0.33 0.63 3.38
0.38 0.75 3.38
0.21 0.67 3.85
0.17 0.67 3.76
0.25 0.75 3.71
0.17 0.71 3.76
0.25 0.67 3.80
0.21 0.63 4.01
0.21 0.75 3.80
0.17 0.63 3.72
0.25 0.50 3.72
0.71 0.50 3.76
0.21 0.67 3.85
0.25 0.79 3.71
0.21 0.63 3.72
0.29 0.75 3.71
0.17 0.63 3.68
0.25 0.63 3.92
0.13 0.75 3.72
0.13 0.71 3.76
0.25 0.67 3.72
0.21 0.67 3.76
0.17 0.88 3.88
0.25 0.79 3.76
0.17 0.50 3.68
0.25 0.50 3.72
0.17 0.67 3.76
0.21 0.75 3.80
0.21 0.50 3.77
0.13 0.63 3.72
0.21 0.63 3.80
0.08 0.50 3.73
0.21 0.58 3.84
0.17 0.59 3.76
0.21 0.54 3.77
0.08 0.59 3.73
0.17 0.50 3.73
0.17 0.63 3.89
0.17 0.50 3.68
0.17 0.71 3.76
0.13 0.54 3.76
0.25 0.58 3.72
0.17 0.59 3.89
0.17 0.75 3.67
0.17 0.63 3.76
0.17 0.84 3.76
0.25 0.46 3.68
0.25 0.71 3.38
0.17 0.59 3.35
0.17 0.75 3.51
0.21 0.59 3.43
0.25 0.63 3.39
0.38 0.63 3.59
0.17 0.88 3.42
0.17 0.71 3.39
0.21 0.67 3.63
0.13 0.71 3.68
0.25 0.71 3.96
0.21 0.67 3.72
0.21 0.71 3.76
0.17 0.63 3.68
0.21 0.46 3.81
0.13 0.84 3.80
0.13 0.63 3.85
0.17 0.71 3.68
0.29 0.79 3.79
0.25 0.46 3.73
0.17 0.63 3.89
0.17 0.63 3.77
0.25 0.75 3.67
0.17 0.59 3.81
0.29 0.59 3.80
0.29 0.67 3.93
0.21 0.67 3.68
0.29 0.71 3.79
0.21 0.92 3.71
0.13 0.67 3.80
0.21 0.75 3.84
0.21 0.67 3.80
0.25 0.67 3.72
0.33 0.96 3.79
0.25 0.63 3.76
0.25 0.71 3.80
0.33 0.54 3.80
0.25 0.79 3.80
0.21 0.67 3.84
0.21 0.71 3.76
0.08 0.63 3.97
0.25 0.50 3.80
0.08 0.71 3.89
0.17 0.59 3.85
0.21 0.59 3.76
0.25 0.71 3.88
0.17 0.54 3.81
0.17 0.50 3.65
0.25 0.54 3.76
0.21 0.63 3.77
0.25 0.54 3.72
0.33 0.58 3.84
0.08 0.63 3.76
0.25 0.63 3.80
0.25 0.38 3.77
0.13 0.50 3.94
0.21 0.79 3.80
0.29 0.59 3.84
0.13 0.71 3.80
0.21 0.63 3.72
0.08 0.59 3.94
0.13 0.54 3.77
0.21 0.67 3.67
0.13 0.71 3.84
0.17 0.42 3.68
0.25 0.58 3.88
0.25 0.75 3.71
0.25 0.75 3.88
0.25 0.88 3.79
0.17 0.79 3.76
0.21 0.79 3.84
0.29 0.79 3.75
0.33 0.50 3.80
0.21 0.67 3.80
0.13 0.71 3.72
0.21 0.63 3.84
0.13 0.75 3.80
0.17 0.63 3.76
0.21 0.75 3.75
0.21 0.67 3.76
0.17 0.63 3.89
0.17 0.59 3.77
0.17 0.75 3.71
0.25 0.75 3.75
0.17 0.79 3.80
0.17 0.46 3.81
0.17 0.50 3.81
0.08 0.75 3.72
0.21 0.59 3.81
0.17 0.63 3.72
0.21 0.67 3.89
0.29 0.58 3.76
0.17 0.67 3.76
0.21 0.83 3.75
0.25 0.54 3.72
0.17 0.50 3.98
0.17 0.67 3.76
0.13 0.50 3.81
0.17 0.67 3.64
0.17 0.63 3.43
0.25 0.71 3.42
0.17 1.00 3.71
0.17 0.71 3.72
0.29 0.63 3.43
0.21 0.75 3.43
0.29 0.71 3.50
0.25 0.59 3.39
0.21 0.67 3.47
0.13 0.71 3.47
0.21 0.83 3.84
0.13 0.54 3.81
0.21 0.46 3.77
0.29 0.50 3.72
0.21 0.67 3.80
0.13 0.79 3.68
0.25 0.54 3.89
0.17 0.63 3.77
0.17 0.67 3.80
0.17 0.75 3.72
0.17 0.75 3.76
0.17 0.71 3.80
0.25 0.67 3.80
0.08 0.67 3.72
0.21 0.59 3.76
0.25 0.67 3.68
0.13 0.71 3.80
0.21 0.63 3.72
0.21 0.75 3.64
0.29 0.63 3.72
0.29 0.71 3.76
0.29 0.63 3.84
0.21 0.63 3.64
0.25 0.54 3.76
0.29 0.46 3.68
0.21 0.67 3.68
0.13 0.67 3.80
0.17 0.59 3.64
0.21 0.88 3.67
0.13 0.67 3.55
0.21 0.71 3.38
0.25 0.59 3.80
0.25 0.54 3.72
0.29 0.50 3.64
0.25 0.63 3.67
0.13 0.71 3.68
0.21 0.67 3.76
0.29 0.42 3.64
0.17 0.71 3.63
0.08 0.75 3.76
0.17 0.63 3.85
0.21 0.54 3.97
0.17 0.75 3.80
0.17 0.54 3.85
0.21 0.46 3.89
0.21 0.83 3.75
0.21 0.59 3.97
0.29 0.50 3.80
0.13 0.59 3.85
0.17 0.63 3.76
0.17 0.79 3.88
0.17 0.54 4.18
0.21 0.54 3.76
0.25 0.75 3.84
0.17 0.63 3.85
0.13 0.67 3.85
0.25 0.54 4.14
0.25 0.50 3.85
0.29 0.58 3.76
0.13 0.71 3.89
0.13 0.50 3.73
0.25 0.46 4.19
0.17 0.71 3.88
0.21 0.59 3.85
0.25 0.54 3.72
0.08 0.50 3.77
0.25 0.75 3.80
0.21 0.42 3.56
0.17 0.50 3.89
0.21 0.63 3.71
0.21 0.79 3.88
0.13 0.71 3.97
0.21 0.50 3.77
0.13 0.75 3.88
0.13 0.50 3.81
0.25 0.67 3.75
0.13 0.63 3.97
0.17 0.54 3.89
0.17 0.79 3.75
0.13 0.54 3.85
0.21 0.54 3.89
0.25 0.67 3.88
0.21 0.79 3.84
0.25 0.67 3.76
0.25 0.71 3.88
0.25 0.67 4.13
0.29 0.67 3.84
0.17 0.71 3.88
0.08 0.75 3.88
0.21 0.67 3.76
0.21 0.54 3.89
0.25 0.59 3.97
0.25 0.50 3.76
0.08 0.59 3.89
0.25 0.58 3.76
0.29 0.67 3.80
0.21 0.63 3.97
0.08 0.59 3.77
0.17 0.54 3.85
0.13 0.50 3.89
0.21 0.63 3.76
0.08 0.75 3.80
0.29 0.79 3.54
0.29 0.67 3.46
0.13 0.63 3.60
0.21 0.54 3.76
0.25 0.75 3.88
0.13 0.75 3.84
0.17 0.71 3.67
0.29 1.08 3.62
0.21 0.67 3.68
0.63 0.71 3.80
0.33 0.50 3.67
0.25 0.67 3.67
0.25 0.59 3.68
0.17 0.59 3.68
0.29 0.54 3.76
0.25 0.79 3.67
0.13 0.54 3.68
0.17 0.54 3.72
0.25 0.58 3.88
0.13 0.71 4.05
0.17 0.63 3.85
0.25 0.50 3.89
0.08 0.59 3.77
0.17 0.59 3.89
0.13 0.67 4.18
0.17 0.59 3.85
0.17 0.46 3.89
0.25 0.63 3.88
0.33 0.71 3.75
0.25 0.46 3.97
0.21 0.50 3.76
0.21 0.59 3.89
0.21 0.67 3.89
0.33 0.67 3.88
0.29 0.54 3.84
0.21 0.71 3.84
0.21 0.63 3.76
0.17 0.71 3.88
0.13 0.54 3.85
0.17 0.46 3.81
0.25 0.67 3.88
0.25 0.54 3.64
0.25 0.59 3.47
0.21 0.59 3.60
0.17 0.67 3.60
0.33 0.54 3.51
0.25 0.75 3.59
0.33 0.63 3.59
0.21 0.46 3.72
0.25 0.63 3.76
0.25 0.67 3.67
0.17 0.67 3.59
0.29 0.71 3.50
0.17 0.83 3.50
0.21 0.67 3.59
0.25 0.58 3.51
0.21 0.67 3.51
0.21 0.67 3.67
0.21 0.54 3.84
0.21 0.59 4.01
0.13 0.59 3.89
0.17 0.59 3.72
0.17 0.71 3.88
0.17 0.59 3.76
0.21 0.29 3.98
0.17 0.88 3.88
0.13 0.79 3.76
0.17 0.59 3.93
0.25 0.67 3.88
0.17 0.63 3.89
0.17 0.67 3.89
0.17 0.50 3.89
0.25 0.58 3.76
0.13 0.59 3.85
0.13 0.59 4.02
0.25 0.50 3.76
0.29 0.58 3.88
0.21 0.46 3.81
0.25 0.63 3.80
0.25 0.63 3.97
0.33 0.71 3.88
0.25 0.58 3.76
0.17 0.75 3.88
0.17 0.67 3.88
0.21 0.54 3.85
0.29 0.46 3.93
0.17 0.67 3.76
0.17 0.59 3.89
0.25 0.71 3.84
0.25 0.50 4.14
0.25 0.58 3.80
0.17 0.75 3.80
0.25 0.42 3.73
0.21 0.67 3.80
0.13 0.63 4.06
0.17 0.46 3.73
0.25 0.50 3.80
0.13 0.79 3.76
0.25 0.67 3.75
0.21 0.67 3.92
0.17 0.54 3.76
0.21 0.58 3.76
0.21 0.63 3.76
0.33 0.54 3.63
0.25 0.92 3.62
0.29 0.59 3.55
0.29 0.75 3.55
0.29 0.63 3.55
0.21 0.75 3.88
0.21 0.42 4.02
0.25 0.54 3.80
0.21 0.46 3.85
0.33 0.42 3.89
0.25 0.59 3.76
0.25 0.67 4.00
0.25 0.71 3.88
0.17 0.54 3.76
0.08 0.63 3.85
0.25 0.46 3.81
0.29 0.63 3.92
0.21 0.75 3.55
0.25 0.59 3.55
0.21 0.79 3.46
0.25 0.59 3.60
0.17 0.75 3.63
0.17 0.67 3.55
0.21 0.59 3.55
0.21 0.67 3.51
0.25 0.79 3.59
0.38 0.67 3.63
0.17 0.54 3.48
0.17 0.63 3.55
0.17 0.59 3.72
0.25 0.87 3.75
0.08 0.59 4.02
0.17 0.59 3.85
0.17 0.59 3.80
0.17 0.79 3.76
0.13 0.59 3.68
0.29 0.63 3.76
0.21 0.75 3.71
0.29 0.50 3.64
0.17 0.83 3.71
0.13 0.75 3.76
