5 GB	30 GB	25 GB	20 GB	15 GB	10 GB	
0.916533	1.53217	1.90324	1.83539	1.62642	3.31179	
0.861422	1.53338	1.92245	1.83253	1.64536	3.06496	
0.795943	1.5597	1.93568	1.82963	1.66894	2.81021	
0.73271	1.57593	1.91719	1.83058	1.68384	2.50326	
0.668124	1.59805	1.9374	1.84453	1.70808	2.24568	
0.606452	1.59661	1.92639	1.83554	1.72976	2.22761	
0.553966	1.62451	1.92495	1.81563	1.73349	2.15136	
0.505686	1.62179	1.94401	1.80936	1.73464	2.05126	
0.513344	1.62881	1.9614	1.79201	1.76762	1.95562	
0.519251	1.6334	1.94546	1.77841	1.78683	1.86445	
0.527431	1.65039	1.96121	1.76132	1.78772	1.77272	
0.540795	1.64776	1.9656	1.75837	1.81198	1.75356	
0.549602	1.66938	1.98278	1.74382	1.80458	1.7501	
0.549759	1.66695	1.95856	1.73886	1.8034	1.73014	
0.552212	1.66065	1.95985	1.75826	1.80538	1.72895	
0.552925	1.66367	1.93109	1.77648	1.81668	1.72685	
0.567279	1.68849	1.93161	1.8084	1.82828	1.7342	
0.569748	1.71311	1.93972	1.80411	1.79728	1.7382	
0.573857	1.73353	1.95098	1.80561	1.795	1.72593	
0.57376	1.73348	1.93217	1.80185	1.78776	1.70273	
0.566771	1.73934	1.93318	1.80413	1.77233	1.70021	
0.560795	1.73845	1.91562	1.80318	1.75021	1.68596	
0.558077	1.70887	1.89788	1.79405	1.72941	1.68485	
0.552153	1.70041	1.89162	1.79323	1.71774	1.69019	
0.55166	1.7064	1.88856	1.77346	1.69138	1.69246	
0.544577	1.70891	1.88159	1.78351	1.67022	1.61616	
0.530964	1.67267	1.88351	1.7752	1.66748	1.62098	
0.526552	1.7093	1.86835	1.78327	1.66447	1.61616	
0.525178	1.71609	1.87212	1.7779	1.62709	1.60859	
0.52226	1.73732	1.89365	1.7659	1.6076	1.61223	
0.515852	1.73933	1.87561	1.76763	1.61148	1.61398	
0.50647	1.74057	1.90936	1.76706	1.59254	1.61044	
0.500392	1.72631	1.90365	1.76853	1.59803	1.61477	
0.512173	1.73004	1.90582	1.76381	1.6051	1.61839	
0.513488	1.7369	1.90842	1.75062	1.6352	1.62397	
0.514579	1.73717	1.90924	1.73917	1.64449	1.62798	
0.503905	1.71118	1.91276	1.68994	1.62332	1.62749	
0.504472	1.68783	1.90321	1.73749	1.65193	1.61164	
0.501486	1.66536	1.91348	1.72886	1.65429	1.61399	
0.501457	1.67169	1.9076	1.71953	1.66585	1.62283	
0.50535	1.67453	1.91343	1.72899	1.67699	1.62465	
0.508645	1.67751	1.9129	1.72899	1.69071	1.62529	
0.506665	1.67881	1.91476	1.7545	1.7102	1.62168	
0.508719	1.67367	1.91978	1.79172	1.71747	1.61313	
0.514067	1.65428	1.90009	1.81577	1.75652	1.60661	
0.51559	1.67286	1.92182	1.80325	1.75696	1.6098	
0.514373	1.69551	1.92338	1.81932	1.77423	1.59963	
0.502065	1.65624	1.9382	1.82938	1.81115	1.59151	
0.499991	1.67462	1.9203	1.82876	1.82599	1.59319	
0.500026	1.65104	1.89807	1.8338	1.82688	1.58596	
0.502925	1.63758	1.93551	1.83548	1.84381	1.58367	
0.509976	1.64533	1.90083	1.84072	1.83912	1.59115	
0.509744	1.64538	1.87919	1.84443	1.86052	1.58507	
0.499416	1.64755	1.8857	1.84598	1.87504	1.59589	
0.500621	1.64539	1.86964	1.83893	1.86722	1.5934	
0.500002	1.64366	1.88305	1.82987	1.85144	1.60777	
0.496601	1.67066	1.89704	1.84631	1.86204	1.60394	
0.495173	1.68608	1.89847	1.79598	1.83763	1.60379	
0.497548	1.70485	1.88874	1.80294	1.86093	1.60392	
0.504805	1.70229	1.89678	1.8104	1.85631	1.59083	
0.507336	1.71331	1.89218	1.79478	1.85324	1.60209	
0.509125	1.71358	1.89027	1.80326	1.85237	1.59762	
0.509525	1.71015	1.88971	1.79242	1.8317	1.60183	
0.507554	1.70703	1.89922	1.75345	1.82859	1.60221	
0.496775	1.70825	1.91388	1.74156	1.83281	1.62017	
0.494124	1.69049	1.89693	1.76244	1.90499	1.62236	
0.491391	1.67149	1.90341	1.77496	1.89988	1.62703	
279.118	1.67783	1.91442	1.77327	1.88644	1.61528	
303.382	1.65889	1.90916	1.7854	1.88239	1.61935	
303.442	1.65985	1.9224	1.79725	1.88671	1.63534	
303.501	1.65953	1.90255	1.81185	1.866	1.71867	
303.555	1.65602	1.90428	1.815	1.88138	1.71124	
303.619	1.6552	1.91542	1.8058	1.85095	1.70771	
303.678	1.64908	1.89715	1.80631	1.82967	1.68854	
303.733	1.64445	1.88443	1.80722	1.8086	1.68635	
303.789	1.64911	1.88629	1.81001	1.83676	1.67258	
303.846	1.63548	1.87179	1.80862	1.83958	1.69874	
303.905	1.63712	1.87767	1.82979	1.84281	1.70722	
303.963	1.63883	1.85731	1.826	1.81927	1.7059	
304.011	1.65011	1.85074	1.8218	1.82463	1.72463	
304.071	1.66158	1.84033	1.82922	1.8224	1.7162	
304.136	1.66992	1.85285	1.82626	1.8086	1.7476	
304.201	1.70488	1.87045	1.82486	1.81146	1.75562	
304.265	1.73354	1.85505	1.83282	1.80558	1.75856	
304.334	1.73311	1.86443	1.8402	1.79492	1.74034	
304.397	1.73677	1.87032	1.82881	1.7314	1.75022	
304.464	1.75743	1.87898	1.80967	1.73095	1.76385	
25.9054	1.77582	1.86925	1.8066	1.74967	1.76752	
1.7047	1.77655	1.88405	1.80093	1.74328	1.76108	
1.7131	1.78908	1.87469	1.79996	1.73937	1.75065	
1.72062	1.80238	1.84799	1.80595	1.73485	1.6767	
1.73852	1.80949	1.87582	1.81831	1.72581	1.68787	
1.73646	1.83258	1.87294	1.82803	1.73428	1.70116	
1.74793	1.83753	1.90608	1.83216	1.73564	1.70631	
1.77386	1.84382	1.92834	1.84847	1.72761	1.70959	
1.78298	1.87532	1.9158	1.85847	1.69887	1.72355	
1.78897	1.87782	1.91408	1.86147	1.68904	1.71567	
1.79689	1.90307	1.90903	1.84022	1.69286	1.73665	
1.81438	1.8939	1.91819	1.86034	1.70858	1.74931	
1.81909	1.88572	1.91255	1.86148	1.6973	1.73895	
1.82118	1.87556	1.92552	1.85711	1.68941	1.74724	
1.81761	1.86809	1.93298	1.84629	1.72293	1.72627	
1.83844	1.8402	1.9306	1.84103	1.72223	1.71547	
1.83904	1.81438	1.93582	1.83295	1.72869	1.71751	
1.83654	1.81855	1.95766	1.84302	1.70649	1.74267	
1.82452	1.82872	1.93981	1.93466	1.70024	1.73225	
1.84146	1.81807	1.92498	1.95045	1.6872	1.72313	
1.83441	1.80075	1.9075	1.93763	1.6498	1.75685	
1.82218	1.80054	1.89871	1.95971	1.64206	1.7767	
1.8102	1.79171	1.90611	1.96293	1.63866	1.78383	
1.79619	1.78245	1.9102	1.95756	1.6622	1.78702	
1.78258	1.81618	1.88376	1.95173	1.65729	1.78338	
1.78899	1.80048	1.88246	1.95668	1.66756	1.77799	
1.78368	1.81896	1.8638	1.95003	1.66457	1.78217	
1.7677	1.82624	1.85886	1.93647	1.67937	1.78687	
1.7638	1.80501	1.87851	1.9237	1.67536	1.77898	
1.76399	1.79537	1.89941	1.91008	1.6905	1.76284	
1.75987	1.77881	1.92028	1.90446	1.67755	1.73798	
1.75665	1.78482	1.91986	1.9946	1.66222	1.72466	
1.75875	1.8098	1.96793	1.99826	1.67187	1.73071	
1.75824	1.80091	1.96501	2.02028	1.6696	1.7214	
1.76514	1.82918	1.94416	2.04444	1.63215	1.7274	
1.74604	1.83754	1.96276	2.06887	1.63152	1.73149	
1.74094	1.87584	1.96407	2.08048	1.64357	1.74776	
1.74347	1.8927	1.9197	2.07151	1.65159	1.73047	
1.76476	1.886	1.94386	1.97794	1.64917	1.74834	
1.75007	1.88271	1.94901	1.96154	1.65405	1.74909	
1.75971	1.8802	1.96017	1.95667	1.6535	1.72512	
1.77203	1.88203	1.95956	1.93822	1.66662	1.72081	
1.78186	1.88724	1.9473	1.93028	1.68062	1.72067	
1.78481	1.89173	1.96099	1.91825	1.672	1.72567	
1.78789	1.87841	1.95193	1.92303	1.67925	1.72757	
1.78215	1.88187	1.95145	1.93275	1.66198	1.7353	
1.77528	1.86456	1.94127	1.95246	1.65945	1.73628	
1.78929	1.85596	1.92228	1.95994	1.64353	1.73928	
1.77971	1.86009	1.89909	1.96408	1.6465	1.74529	
1.79308	1.87965	1.87773	1.9658	1.6349	1.75447	
1.78966	1.88646	1.85446	1.97604	1.63901	1.77641	
1.76803	1.8823	1.85155	1.87074	1.64994	1.80198	
1.75744	1.85837	1.80969	1.87154	1.64991	1.82254	
1.76268	1.87789	1.81446	1.8433	1.65161	1.8412	
1.75644	1.85239	1.83723	1.82737	1.65484	1.84005	
1.75514	1.84401	1.81048	1.81006	1.65292	1.84144	
1.76362	1.83729	1.8424	1.81987	1.63517	1.83041	
1.75197	1.83951	1.8443	1.81109	1.61833	1.83086	
1.73485	1.86855	1.83666	1.81454	1.62973	1.81965	
1.72943	1.89866	1.8308	1.83942	1.62843	1.82405	
1.74129	1.9099	1.81273	1.83796	1.64028	1.82759	
1.72644	1.90431	1.83448	1.83146	1.64589	1.8221	
1.71367	1.91394	1.85537	1.86347	1.65292	1.84044	
1.7048	1.91123	1.83756	1.86379	1.64459	1.84923	
1.70219	1.88453	1.8704	1.85209	1.64945	1.86074	
1.7073	1.89792	1.8806	1.83036	1.66167	1.8547	
1.7253	1.91272	1.89867	1.82859	1.66725	1.88678	
1.69995	1.91882	1.90658	1.82818	1.67155	1.88426	
1.70686	1.90748	1.91442	1.8465	1.69343	1.8798	
1.68731	1.88377	1.94199	1.87059	1.72269	1.89375	
1.68791	1.86263	1.94519	1.86632	1.72268	1.88248	
1.68676	1.85519	1.94625	1.86352	1.72881	1.86463	
1.71503	1.8505	1.94772	1.85838	1.73195	1.85963	
1.69929	1.82717	1.94097	1.86099	1.74607	1.83892	
1.68678	1.82414	1.91924	1.85947	1.76553	1.83472	
1.69871	1.82956	1.90872	1.87509	1.7731	1.84936	
1.72779	1.80288	1.88114	1.86544	1.80131	1.84943	
1.73112	1.778	1.88615	1.86413	1.81696	1.87026	
1.72851	1.74725	1.92373	1.86262	1.82549	1.8958	
1.72796	1.7169	1.91763	1.85408	1.84518	1.88757	
1.7365	1.70561	1.92052	1.86809	1.85467	1.8954	
1.74966	1.69987	1.89128	1.86949	1.85202	1.89228	
1.76316	1.68921	1.87584	1.83801	1.84345	1.87609	
1.77475	1.72374	1.88986	1.85492	1.85052	1.87986	
1.77031	1.73989	1.8586	1.8543	1.84237	1.87025	
1.77139	1.75787	1.84433	1.90577	1.83325	1.87443	
1.75809	1.74598	1.82838	1.90022	1.83133	1.84949	
1.76407	1.75633	1.8242	1.913	1.83462	1.84678	
1.77385	1.75257	1.82154	1.90683	1.82429	1.83966	
1.78347	1.75339	1.79167	1.88823	1.80384	1.82257	
1.7888	1.74941	1.77913	1.89007	1.81464	1.81492	
1.80011	1.76985	1.7693	1.89609	1.81304	1.82152	
1.78725	1.78642	1.758	1.92734	1.80718	1.81701	
1.79838	1.80005	1.7515	1.9309	1.814	1.82109	
1.80481	1.81966	1.73884	1.95119	1.79817	1.82622	
1.78748	1.81858	1.73217	1.929	1.79236	1.80853	
1.75387	1.82087	1.71576	1.95698	1.773	1.81637	
1.76867	1.81751	1.70357	1.97387	1.77564	1.8067	
1.78115	1.8309	1.64887	1.98138	1.79048	1.79572	
1.78477	1.83215	1.64139	1.9695	1.77544	1.80015	
1.75851	1.83753	1.65002	1.961	1.76047	1.78809	
1.76419	1.84966	1.65644	1.96686	1.75947	1.7975	
1.76105	1.85498	1.66021	1.96913	1.76092	1.79206	
1.78145	1.8278	1.65994	1.97212	1.76667	1.76955	
1.79358	1.81341	1.67708	1.97265	1.77283	1.76961	
1.79475	1.77657	1.67596	1.91747	1.76901	1.7623	
1.80236	1.77133	1.68639	1.91264	1.76721	1.75645	
1.84061	1.75884	1.68746	1.89615	1.75868	1.75633	
1.83979	1.79369	1.68273	1.87877	1.75214	1.75798	
1.86363	1.8134	1.67613	1.87953	1.75176	1.754	
1.85869	1.81782	1.71416	1.91063	1.76442	1.75763	
1.86159	1.80747	1.72157	1.9105	1.75083	1.75383	
1.86183	1.79848	1.74506	1.8832	1.75026	1.73718	
1.87297	1.78805	1.75315	1.90704	1.72703	1.73592	
1.87793	1.76964	1.75918	1.89261	1.72461	1.75191	
1.87328	1.76834	1.77521	1.89348	1.7233	1.75101	
1.87834	1.769	1.78545	1.85726	1.71056	1.7653	
1.88186	1.77943	1.78227	1.84284	1.69165	1.76168	
1.8703	1.75697	1.78476	1.84261	1.65827	1.7508	
1.8644	1.75278	1.78652	1.8565	1.64626	1.74712	
1.86531	1.77669	1.78899	1.8687	1.63988	1.74956	
1.85461	1.76529	1.79306	1.86808	1.62965	1.74359	
1.85754	1.76006	1.78435	1.86538	1.61611	1.74074	
1.83544	1.76856	1.77094	1.8401	1.60343	1.73775	
1.81284	1.76061	1.7538	1.86914	1.60607	1.76151	
1.79301	1.76782	1.74777	1.88016	1.61028	1.77073	
1.79474	1.77412	1.73966	1.87955	1.60968	1.77587	
1.75331	1.76861	1.74164	1.86987	1.61764	1.81556	
1.77081	1.73342	1.76303	1.86318	1.61887	1.83311	
1.73689	1.72592	1.7867	1.8507	1.62788	1.83787	
1.73413	1.71868	1.76092	1.81169	1.61969	1.82998	
1.74536	1.70694	1.76539	1.79949	1.61934	1.82949	
1.7391	1.7166	1.76497	1.81159	1.6282	1.84348	
1.71361	1.74265	1.78327	1.80244	1.65747	1.8514	
1.72703	1.75155	1.79029	1.79218	1.65785	1.8308	
1.72853	1.74816	1.81069	1.81073	1.65593	1.8343	
1.71618	1.74313	1.84076	1.81303	1.65978	1.80788	
1.69757	1.74029	1.87542	1.80389	1.67792	1.79118	
1.7042	1.74148	1.88834	1.80034	1.68899	1.80137	
1.7004	1.74605	1.91329	1.79936	1.69452	1.79702	
1.69735	1.71509	1.9045	1.77947	1.69424	1.79632	
1.69054	1.71792	1.90203	1.77143	1.69462	1.79871	
1.68411	1.70992	1.90603	1.76697	1.69975	1.80562	
1.6786	1.68769	1.91216	1.76198	1.69872	1.81428	
1.67686	1.69204	1.91674	1.72156	1.69154	1.79198	
1.69598	1.67692	1.92321	1.70149	1.69921	1.78581	
1.67795	1.68865	1.95523	1.68942	1.70217	1.78473	
1.67188	1.69448	1.97279	1.68214	1.70226	1.74079	
1.64215	1.70044	1.98095	1.67525	1.70063	1.74169	
1.66427	1.70554	1.964	1.67559	1.68123	1.7471	
1.6909	1.70159	1.96263	1.67213	1.66383	1.76035	
1.67457	1.71375	1.96566	1.67559	1.67029	1.76016	
1.67348	1.69747	1.97819	1.65346	1.66232	1.7548	
1.67923	1.68577	1.98865	1.63248	1.63055	1.74995	
1.65437	1.67451	1.98597	1.68019	1.62814	1.74495	
1.65263	1.67009	1.95589	1.67872	1.62795	1.74801	
1.6472	1.67205	1.95	1.66344	1.63346	1.75643	
1.64301	1.66726	1.93281	1.65938	1.63433	1.77126	
1.63862	1.67094	1.92946	1.64162	1.62595	1.76221	
1.64233	1.66514	1.90373	1.6154	1.63112	1.77335	
1.64942	1.66557	1.90144	1.61008	1.65973	1.78677	
1.66319	1.66501	1.8974	1.60961	1.66998	1.7987	
1.68659	1.67393	1.90321	1.60542	1.66442	1.7987	
1.71909	1.68927	1.90049	1.60318	1.6612	1.79047	
1.75257	1.6937	1.89911	1.60129	1.6741	1.78168	
1.74827	1.76734	1.9042	1.60409	1.6769	1.79437	
1.75876	1.75826	1.88455	1.60392	1.67183	1.79583	
1.77509	1.74881	1.89201	1.64899	1.67315	1.80121	
1.78663	1.74244	1.86917	1.67137	1.69835	1.79388	
1.77811	1.73236	1.86224	1.68186	1.69546	1.7876	
1.75921	1.73659	1.85809	1.70386	1.69284	1.77731	
1.7606	1.72642	1.85798	1.70576	1.70266	1.80087	
1.7709	1.72557	1.87429	1.70146	1.70588	1.79528	
1.78426	1.71753	1.84508	1.69498	1.72925	1.83607	
1.7946	1.71447	1.8586	1.67189	1.72935	1.84998	
1.80503	1.73575	1.85661	1.68248	1.73179	1.8653	
1.82123	1.73162	1.82624	1.67854	1.73104	1.87215	
1.83578	1.72988	1.82147	1.68481	1.72066	1.8933	
1.85948	1.73393	1.82918	1.69133	1.71698	1.88993	
1.88836	1.73078	1.84181	1.70001	1.7213	1.90481	
1.886	1.73882	1.85073	1.71108	1.69224	1.89919	
1.8906	1.73831	1.8535	1.71827	1.67793	1.89835	
1.86882	1.73601	1.84989	1.74227	1.67475	1.89885	
1.84499	1.72371	1.84886	1.75431	1.6892	1.90806	
1.82932	1.7171	1.8443	1.78791	1.68263	1.91899	
1.83372	1.65214	1.8409	1.7961	1.67475	1.9058	
1.83706	1.66665	1.86573	1.80943	1.67743	1.89928	
1.83105	1.69094	1.84245	1.7748	1.70292	1.90597	
1.84204	1.72994	1.83645	1.76632	1.67157	1.89365	
1.84303	1.72327	1.84541	1.76267	1.69616	1.91429	
1.84939	1.72271	1.84709	1.74849	1.7292	1.91618	
1.85011	1.71761	1.83941	1.74676	1.72074	1.89035	
1.84932	1.71483	1.7994	1.74888	1.71914	1.93867	
1.85938	1.70216	1.80494	1.75197	1.70831	1.90201	
1.8606	1.73703	1.79301	1.74815	1.73984	1.89062	
1.86302	1.71442	1.797	1.71048	1.74998	1.86958	
1.86487	1.71292	1.80503	1.71209	1.75913	1.85356	
1.86609	1.72934	1.80933	1.71167	1.75502	1.83322	
1.90444	1.72182	1.81575	1.73294	1.75767	1.85629	
1.88319	1.74281	1.83164	1.7297	1.74116	1.86284	
1.89526	1.73394	1.86699	1.71966	1.7393	1.85625	
1.92733	1.73482	1.85985	1.71215	1.74256	1.86717	
1.93081	1.73114	1.84831	1.684	1.76344	1.87431	
1.92978	1.72935	1.87609	1.67104	1.76013	1.89569	
1.92379	1.73515	1.90284	1.63841	1.75137	1.88429	
1.9216	1.7498	1.93103	1.63363	1.74579	1.9	
1.91949	1.74947	1.89582	1.62448	1.7722	1.90944	
1.92082	1.74247	1.89245	1.61674	1.74443	1.91741	
1.91413	1.70933	1.88346	1.60436	1.76328	1.94436	
1.95025	1.70553	1.87767	1.59927	1.74297	1.93483	
1.94367	1.7034	1.89272	1.59238	1.7111	1.93449	
1.9442	1.72154	1.89566	1.58703	1.70708	1.93087	
1.93875	1.723	1.90441	1.58571	1.7258	1.87589	
1.92698	1.72464	1.96241	1.6073	1.71619	1.80775	
1.93254	1.69487	1.95873	1.60726	1.69578	1.74459	
1.94845	1.72025	1.95712	1.61083	1.68372	1.6842	
1.96295	1.72002	1.94865	1.61053	1.66983	1.62349	
1.96882	1.70372	1.95865	1.60959	1.683	1.55428	
1.92399	1.70326	1.9326	1.58832	1.68462	1.46451	
1.91725	1.70173	1.90735	1.60824	1.68759	1.38036	
1.90571	1.72056	1.85665	1.61219	1.70015	1.3146	
1.87318	1.72641	1.86035	1.61015	1.69319	1.22716	
1.9036	1.72588	1.88688	1.6157	1.67014	1.15273	
1.90992	1.72051	1.85765	1.6148	1.66168	1.06524	
1.9184	1.71506	1.83314	1.60833	1.65716	1.00612	
1.91745	1.6917	1.79994	1.62375	1.65617	0.927352	
1.92346	1.67467	1.79468	1.63248	1.62341	0.862253	
1.92425	1.67118	1.78438	1.6484	1.61983	0.78883	
1.92142	1.6573	1.78965	1.66002	1.61871	0.707171	
1.88967	1.65902	1.7884	1.65618	1.62538	0.643334	
1.89243	1.65714	1.76756	1.65826	1.63974	0.5926	
1.89736	1.64168	1.7667	1.65261	1.6373	0.546538	
1.9071	1.63844	1.75475	1.66435	1.61713	0.498798	
1.91711	1.63536	1.69472	1.64614	1.62903	0.507159	
1.94589	1.64616	1.68827	1.61939	1.62749	0.517738	
1.92507	1.61994	1.68144	1.60851	1.6266	0.53277	
1.91204	1.62272	1.69897	1.60444	1.63215	0.543528	
1.91138	1.62229	1.67664	1.5937	1.62137	0.55142	
1.91659	1.62076	1.68184	1.60259	1.60816	0.558216	
1.93486	1.59749	1.69708	1.59639	1.60671	0.560578	
1.95156	1.57534	1.70226	1.58836	1.59548	0.564156	
1.95874	1.57948	1.70216	1.58722	1.59842	0.566106	
1.93544	1.61681	1.6843	1.58728	1.60527	0.569191	
1.93769	1.62411	1.67796	1.60349	1.65673	0.572678	
1.95733	1.62493	1.67627	1.60338	1.65346	0.575797	
1.96885	1.66279	1.67007	1.58138	1.65903	0.578182	
1.97138	1.66774	1.68044	1.56312	1.65968	0.574342	
1.97853	1.6559	1.68777	1.53873	1.6582	0.574053	
1.98865	1.66139	1.7062	1.53935	1.64397	0.571459	
1.99226	1.66503	1.72343	1.53603	1.62523	0.570643	
1.99504	1.67609	1.73149	1.52566	1.60527	0.562952	
1.99477	1.67248	1.72538	1.52255	1.63664	0.55401	
25.1187	1.67911	1.74406	1.50358	1.63558	0.548217	
25.1033	1.68304	1.73385	1.49244	1.61357	0.543791	
25.0722	1.66737	1.73125	1.48947	1.59787	0.53935	
25.0717	1.66914	1.73412	1.49129	1.59787	0.529984	
25.0655	1.66433	1.72624	1.4919	1.58854	0.522826	
25.0512	1.65667	1.72781	1.49385	1.58155	0.518626	
25.0394	1.65385	1.72464	1.52081	1.58525	0.518315	
25.0362	1.65824	1.71217	1.49877	1.58154	0.520727	
25.0427	1.68534	1.70776	1.51949	1.58297	0.518992	
25.0278	1.66994	1.72933	1.51422	1.63416	0.518608	
25.0067	1.63087	1.7223	1.50251	1.62694	0.517347	
24.9882	1.65314	1.76329	1.48263	1.56671	0.516875	
24.9759	1.65517	1.76746	1.48076	1.58201	0.514659	
24.9616	1.62711	1.77504	1.4793	1.57649	0.5159	
24.9588	1.63455	1.76392	1.47982	1.60228	0.517981	
24.9387	1.63801	1.76404	1.4952	1.62361	0.523444	
24.9169	1.6355	1.74798	1.48814	1.61639	0.524755	
24.9016	1.63438	1.7333	1.55133	1.64627	0.518441	
24.8973	1.63253	1.72343	1.55685	1.66679	0.516154	
24.8931	1.66444	1.72575	1.57958	1.63743	0.514083	
1.756	1.65841	1.70884	1.58283	1.63072	0.515494	
1.75656	1.6572	1.71381	1.61045	1.6495	0.51557	
1.74575	1.65822	1.7184	1.60517	1.65656	0.515426	
1.73728	1.6557	1.7265	1.62141	1.67277	0.516459	
1.7315	1.6583	1.72171	1.62121	1.67923	0.51498	
1.73192	1.67106	1.72717	1.62084	1.68268	0.510752	
1.73222	1.67517	1.72409	1.57282	1.69314	0.504408	
1.70785	1.67199	1.72761	1.57332	1.70295	0.495827	
1.67241	1.64487	1.73701	1.56953	1.71345	0.491912	
1.66891	1.64438	1.71126	1.57271	1.6746	0.493653	
1.67761	1.64162	1.71287	1.58794	1.70864	0.493148	
1.67923	1.61636	1.68475	1.58438	1.71199	0.493255	
1.6532	1.61308	1.6839	1.58188	1.6987	0.501385	
1.64551	1.60266	1.6878	1.59676	1.6973	0.50786	
1.62664	1.57972	1.69089	1.59318	1.67594	0.505733	
1.62835	1.57793	1.68965	1.57215	1.65041	0.503272	
1.62875	1.58012	1.68566	1.55783	1.65762	0.50768	
1.62588	1.57463	1.68535	1.502	1.64306	0.512053	
1.61623	1.565	1.68646	1.49808	1.62617	0.513743	
1.6095	1.53575	1.69102	1.4749	1.61885	0.519277	
1.60908	1.56759	1.69137	1.47118	1.62059	0.517859	
1.60556	1.56504	1.69381	1.44412	1.61124	0.518577	
1.61358	1.59275	1.69886	1.44439	1.63026	0.520735	
1.6209	1.59519	1.70705	1.42482	1.61277	0.526822	
1.62929	1.61602	1.70182	1.4292	1.61215	192.828	
1.63864	1.60941	1.69461	1.43065	1.60746	192.89	
1.66064	1.63293	1.69026	1.43507	1.60043	192.959	
1.66426	1.65374	1.68815	1.45882	1.65471	193.03	
1.67035	1.65946	1.68493	1.46273	1.66508	193.091	
1.66702	1.65946	1.69301	1.45645	1.64634	193.149	
1.66115	1.6575	1.71514	1.43902	1.62041	193.217	
1.66263	1.65848	1.71102	1.44157	1.64173	193.282	
1.67176	1.65937	1.7116	1.44163	1.6412	193.355	
1.67521	1.67559	1.70933	1.42535	1.64077	193.415	
1.69188	1.67694	1.70371	1.44205	1.63821	193.482	
1.70432	1.69255	1.70886	1.44262	1.65569	193.548	
1.71005	1.69615	1.71392	1.46317	1.6754	193.604	
1.72011	1.71096	1.74589	1.45528	1.66133	193.676	
1.73093	1.71047	1.74706	1.45764	1.65917	193.736	
1.74012	1.73948	1.741	1.48341	1.6953	193.797	
1.74791	1.70727	1.73623	1.48316	1.71011	193.857	
1.75254	1.72316	1.73563	1.4833	1.70357	193.922	
1.77675	1.69482	1.73091	1.50351	1.70678	193.981	
1.77582	1.69142	1.71872	1.50829	1.72439	194.034	
1.77836	1.66991	1.72082	1.50309	1.7291	1.79654	
1.7832	1.66714	1.72058	1.51499	1.75053	1.82712	
1.75978	1.63941	1.72372	1.52666	1.75519	1.83063	
1.76674	1.61959	1.72008	1.49974	1.71352	1.82612	
1.76864	1.63642	1.71487	1.49507	1.69282	1.82483	
1.78362	1.64822	1.70654	1.50209	1.70506	1.82545	
1.80172	1.64752	1.68488	1.50385	1.69814	1.82241	
1.81069	1.64933	1.71884	1.52176	1.6984	1.82677	
1.82865	1.65383	1.71658	1.52223	1.72214	1.80593	
1.84192	1.66613	1.72526	1.52125	1.72588	1.80759	
1.83068	1.67292	1.73591	1.50795	1.72322	1.835	
1.82247	1.6684	1.75401	1.51457	1.72794	1.8269	
1.82096	1.66633	1.74768	1.49784	1.70104	1.83469	
1.82942	1.68263	1.712	1.50108	1.71477	1.82178	
1.83004	1.68947	1.71452	1.49954	1.74567	1.82795	
1.84053	1.66514	1.72152	1.49431	1.70681	1.8346	
1.83694	1.66702	1.72103	1.49647	1.68412	1.83669	
1.85466	1.64739	1.73698	1.49647	1.68533	1.83837	
1.83832	1.64993	1.73478	1.47964	1.67954	1.8447	
1.8529	1.65021	1.7351	1.4751	1.66026	1.84571	
1.84635	1.6495	1.75454	1.48502	1.64765	1.85603	
1.84019	1.65128	1.75462	1.47133	1.62179	1.83328	
1.85802	1.65333	1.76333	1.45474	1.64683	1.83106	
1.86238	1.65541	1.76177	1.45233	1.66748	1.83382	
1.8698	1.64012	1.76066	1.46205	1.66432	1.85349	
1.86182	1.62504	1.76234	1.45331	1.6782	1.86561	
1.86615	1.62678	1.77967	1.45156	1.67916	1.87108	
1.86235	1.65685	1.75463	1.46084	1.65455	1.86459	
1.84379	1.66928	1.7528	1.46578	1.63118	1.86262	
1.84396	1.64984	1.73995	1.46507	1.62532	1.88273	
1.84709	1.67759	1.73364	1.46585	1.62634	1.85816	
1.85366	1.66006	1.71136	1.45925	1.60367	1.86445	
1.85844	1.65853	1.71473	1.45808	1.60638	1.86495	
1.85015	1.65401	1.71595	1.45566	1.61157	1.88167	
1.84841	1.64913	1.73619	1.45321	1.57971	1.89494	
1.84348	1.63823	1.73213	1.43474	1.63125	1.88227	
1.8431	1.67062	1.76326	1.43654	1.63907	1.89535	
1.8231	1.69969	1.74238	1.43475	1.63735	1.89463	
1.81581	1.72273	1.76473	1.45566	1.61998	1.89209	
1.81123	1.72408	1.76163	1.48841	1.61945	1.8979	
1.81365	1.72598	1.77784	1.47944	1.62146	1.88475	
1.81029	1.80933	1.77911	1.47841	1.62349	1.88324	
1.79278	1.81476	1.77176	1.49757	1.58955	1.88637	
1.80698	1.82144	1.77426	1.51396	1.54623	1.88009	
1.8222	1.82771	1.77654	1.49087	1.54124	1.86477	
1.83482	1.84696	1.77928	1.50831	1.54822	1.85398	
1.82223	1.85849	1.7599	1.52521	1.54962	1.85895	
1.82512	1.84065	1.74825	1.4934	1.55182	1.88208	
1.85589	1.82445	1.75172	1.48837	1.55007	1.88601	
