45 GB	40 GB	35 GB	30 GB	
1.57733	1.56544	1.71033	9.29278	
1.54287	1.56421	1.70895	9.39181	
1.53238	1.5669	1.69746	9.1992	
1.51654	1.56634	1.69912	9.17052	
1.50563	1.56904	1.69634	9.22231	
1.49992	1.5802	1.69717	9.04345	
1.50165	1.58359	1.72231	8.62279	
1.51682	1.59849	1.72397	8.91042	
1.52161	1.5958	1.7143	8.48771	
1.52586	1.61434	1.71194	8.23672	
1.52692	1.6223	1.7155	8.02097	
1.53184	1.63831	1.72299	8.06941	
1.53298	1.60369	1.70624	9.00892	
1.52398	1.58238	1.69914	9.21024	
1.52438	1.58158	1.70006	8.99744	
1.51742	1.58342	1.69215	9.23918	
1.5336	1.59201	1.68899	9.58861	
1.54339	1.60949	1.68696	9.34281	
1.55042	1.61567	1.67688	9.18821	
1.58722	1.61352	1.68202	9.30791	
1.58799	1.61472	1.68856	9.22949	
1.61352	1.61409	1.68926	8.61597	
1.61562	1.61695	1.73127	8.65544	
1.61918	1.61513	1.72925	8.65129	
1.62123	1.61432	1.72544	8.59809	
1.62394	1.6071	1.72148	8.59705	
1.62634	1.61517	1.69438	8.37644	
1.62398	1.60005	1.69289	7.80247	
1.63571	1.60301	1.69333	7.7534	
1.63398	1.60696	1.69418	7.73265	
1.6436	1.61085	1.68457	7.79475	
1.64125	1.60391	1.67748	7.23398	
1.64813	1.60594	1.66228	6.35508	
1.64726	1.61533	1.65543	6.35898	
1.65003	1.61642	1.65188	6.23991	
1.64681	1.61465	1.65397	6.02398	
1.63999	1.60198	1.66289	5.67976	
1.64511	1.58979	1.66986	5.88667	
1.65176	1.60525	1.67738	5.71927	
1.60986	1.60156	1.66977	5.7518	
1.61316	1.60189	1.65683	5.71699	
1.58787	1.6056	1.6548	5.78344	
1.5957	1.60992	1.61481	5.79208	
1.59286	1.60989	1.6102	5.71772	
1.60486	1.60722	1.61523	5.60774	
1.60735	1.60646	1.64631	5.35734	
1.61697	1.59171	1.65502	5.38406	
1.62978	1.59735	1.66067	5.54233	
1.61923	1.594	1.6648	5.40633	
1.65105	1.57665	1.68487	5.68277	
1.64637	1.55975	1.7404	5.80583	
1.66375	1.55065	1.74939	5.79007	
1.6774	1.54861	1.80264	5.74133	
1.68016	1.54441	1.82565	5.58414	
1.68366	1.54949	1.86567	5.76839	
1.6878	1.55147	1.87283	5.67235	
1.69663	1.55263	1.86148	5.73327	
1.72573	1.55326	1.86073	5.50054	
1.72066	1.53193	1.87388	5.71152	
1.72578	1.53097	1.88112	5.85788	
1.73289	1.52756	1.97289	6.71077	
1.74462	1.53033	1.98152	6.70153	
1.73563	1.52731	1.9864	6.85601	
1.7382	1.53331	1.99834	7.12379	
1.72867	1.53779	2.00484	7.30123	
1.72144	1.53719	1.97172	7.33114	
1.7101	1.53497	1.96364	7.51094	
1.71743	1.53334	1.95918	7.55791	
1.71238	1.53124	1.95769	7.47451	
1.6906	1.53137	1.94487	7.40972	
1.68751	1.52966	1.88991	7.03562	
1.67172	1.53782	1.88629	6.89949	
1.64794	1.53598	1.82556	6.89765	
1.64589	1.53272	1.80389	6.72042	
1.64086	1.54662	1.76428	6.42299	
1.63587	1.5538	1.75963	6.35836	
1.6163	1.55669	1.76133	6.22242	
1.56772	1.55485	1.75962	6.23744	
1.5575	1.55248	1.74198	6.3346	
1.55265	1.55422	1.73822	6.18141	
1.54079	1.55707	1.64489	5.37949	
1.52681	1.55475	1.64285	5.28887	
1.52076	1.55193	1.64086	4.96308	
1.51669	1.55163	1.65736	4.59939	
1.51787	1.54601	1.6564	4.42893	
1.52008	1.54238	1.66709	4.3243	
1.51891	1.54082	1.66452	4.13783	
1.49866	1.53425	1.67995	4.00464	
1.51378	1.53373	1.68481	4.06763	
1.50648	1.53281	1.67984	3.84986	
1.52984	1.53207	1.68867	3.98456	
1.5382	1.5265	1.6955	4.30658	
1.53841	1.52896	1.71714	4.61064	
1.56077	1.53325	1.72467	4.82787	
1.56223	1.51122	1.73064	4.95676	
1.58869	1.50033	1.73673	5.04398	
1.60737	1.49537	1.74987	5.16906	
1.60786	1.49085	1.75584	4.96184	
1.63168	1.49681	1.75289	4.71184	
1.63536	1.49448	1.75668	4.74645	
1.64478	1.49259	1.76305	4.81203	
1.64828	1.49192	1.76092	4.80023	
1.64988	1.489	1.76498	4.75395	
1.65121	1.48673	1.74305	4.86186	
1.64642	1.49035	1.73437	5.00043	
1.64493	1.49516	1.7246	5.08222	
1.64709	1.49374	1.78819	5.00235	
1.63972	1.51268	1.77124	5.12157	
1.62448	1.51258	1.76939	5.23549	
1.62316	1.51664	1.76404	5.56737	
1.60101	1.51998	1.75522	5.48011	
1.60946	1.52012	1.75603	5.23549	
1.64433	1.51764	1.74111	4.991	
1.61952	1.52535	1.7363	4.92287	
1.64543	1.53176	1.74427	4.79011	
1.6261	1.53434	1.7396	4.71336	
1.61471	1.53699	1.72979	4.62545	
1.62382	1.53902	1.72022	4.57865	
1.61348	1.53293	1.76903	4.43916	
1.63255	1.53699	1.77571	4.3133	
1.627	1.54002	1.78191	4.19641	
1.63058	1.53906	1.77748	4.16287	
1.63248	1.53972	1.76853	4.19927	
1.63939	1.56141	1.76934	4.10081	
1.65985	1.55923	1.77399	3.90789	
1.66027	1.56542	1.78162	4.03447	
1.65551	1.57088	1.71889	4.12029	
1.66955	1.55602	1.7253	4.33991	
1.6819	1.55656	1.72834	4.32305	
1.68007	1.56544	1.73559	4.10403	
1.67097	1.5685	1.74337	4.19261	
1.65811	1.568	1.74355	4.11819	
1.62281	1.56583	1.7509	4.07272	
1.62382	1.55919	1.77531	3.91594	
1.59418	1.5578	1.76796	3.82443	
1.58899	1.56111	1.7747	3.78056	
1.5833	1.58366	1.77604	3.72696	
1.57225	1.59506	1.7818	3.75038	
1.56382	1.59321	1.73627	3.74779	
1.55107	1.59566	1.73646	3.72101	
1.55052	1.58962	1.74014	3.67775	
1.54814	1.59337	1.74863	3.63189	
1.54615	1.59859	1.75581	3.65841	
1.54316	1.58807	1.75574	3.60281	
1.52341	1.58928	1.75946	3.65391	
1.54574	1.58736	1.76294	3.49301	
1.56143	1.58499	1.76756	3.35521	
1.56163	1.58036	1.76269	2.95158	
1.56394	1.58654	1.75653	2.75802	
1.58276	1.58358	1.75014	2.5733	
1.59692	1.57622	1.74927	2.43867	
1.60473	1.60056	1.748	2.45951	
1.61979	1.62278	1.7407	2.3827	
1.63058	1.63738	1.71419	2.32948	
1.64444	1.6375	1.71168	2.32677	
1.64334	1.63908	1.70399	2.3341	
1.63977	1.6139	1.70732	2.29255	
1.64397	1.60693	1.70408	2.23391	
1.64228	1.62931	1.70279	2.15584	
1.63535	1.64582	1.68835	2.05032	
1.63367	1.64855	1.67771	1.99653	
1.63408	1.65038	1.67515	1.91338	
1.63712	1.64555	1.67121	4.0612	
1.63578	1.63249	1.67257	4.52369	
1.67748	1.63607	1.66356	4.96245	
1.65831	1.62997	1.65936	5.02892	
1.64777	1.6289	1.65317	5.02812	
1.64226	1.62935	1.68438	5.10906	
1.64339	1.62629	1.68706	5.12335	
1.63368	1.61667	1.68637	5.12596	
1.62866	1.61843	1.68155	5.13477	
1.62067	1.59928	1.67638	5.1433	
1.60792	1.57961	1.68392	5.20039	
1.61639	1.5605	1.68696	5.24772	
1.60733	1.58164	1.69727	5.24089	
1.60884	1.58062	1.70196	5.2363	
1.62135	1.58967	1.69702	5.26077	
1.62986	1.60103	1.69255	5.28801	
1.63541	1.59439	1.70178	5.32093	
1.64856	1.57957	1.70259	5.35109	
1.65775	1.59747	1.71086	5.37605	
1.66058	1.60216	1.7083	5.48942	
1.6594	1.60581	1.70895	3.2901	
1.65974	1.62716	1.72742	2.81277	
1.62418	1.64124	1.73454	2.32296	
1.62628	1.64834	1.73383	2.17543	
1.63495	1.66438	1.7311	2.16297	
1.6337	1.72775	1.69718	2.07629	
1.61956	1.72594	1.68895	2.05483	
1.60735	1.76049	1.69401	1.98999	
1.60045	1.76836	1.69558	1.9711	
1.60585	1.77476	1.70861	1.97286	
1.60539	1.80148	1.70427	1.89189	
1.58392	1.80637	1.70898	1.8578	
1.57791	1.79177	1.70762	1.86036	
1.57558	1.80381	1.70066	1.86124	
1.56422	1.80351	1.70957	1.85381	
1.5524	1.79933	1.71031	1.86321	
1.54649	1.79211	1.69814	1.87507	
1.53372	1.80666	1.70045	1.90889	
1.52777	1.81393	1.692	1.92084	
1.52835	1.81903	1.6927	1.86845	
1.52388	1.82615	1.69525	1.85592	
1.52531	1.82743	1.67738	1.86851	
1.52408	1.81781	1.67211	1.85763	
1.52415	1.82841	1.66619	1.84796	
1.51977	1.82086	1.67428	1.93759	
1.51626	1.76947	1.67354	1.94111	
1.51804	1.78262	1.6767	1.95728	
1.5219	1.76708	1.67614	1.96003	
1.52242	1.76166	1.67543	1.97019	
1.51935	1.75882	1.66238	1.96025	
1.52326	1.7462	1.66296	1.97396	
1.52382	1.77867	1.65115	1.96922	
1.52892	1.7718	1.66133	1.96164	
1.53414	1.75746	1.65934	1.97588	
1.54109	1.76131	1.65566	1.97848	
1.54707	1.75757	1.65955	1.97341	
1.59394	1.74742	1.65814	1.96852	
1.60003	1.72337	1.65976	1.93685	
1.6044	1.73397	1.65833	1.94703	
1.60394	1.72203	1.65826	1.94846	
1.62794	1.72881	1.6546	1.92857	
1.63253	1.72545	1.64851	1.91526	
1.65351	1.72124	1.64939	1.93771	
1.66047	1.70635	1.65429	1.95276	
1.65296	1.72132	1.66077	1.86799	
1.67159	1.72534	1.66483	1.86109	
1.6736	1.70918	1.66879	1.86119	
1.67475	1.70926	1.67077	1.86004	
1.69157	1.72018	1.66956	1.85089	
1.68475	1.71764	1.66734	1.84974	
1.69747	1.72369	1.66516	1.84245	
1.70613	1.70057	1.68276	1.84704	
1.72045	1.74772	1.66148	1.85491	
1.72925	1.74842	1.6654	1.83094	
1.74267	1.75279	1.66128	1.8379	
1.74008	1.75114	1.66571	1.84275	
1.69331	1.77579	1.67006	1.84518	
1.69449	1.77886	1.67314	1.84148	
1.69743	1.75422	1.67563	1.83123	
1.70267	1.76031	1.67275	1.83075	
1.69652	1.74689	1.67219	1.86213	
1.70742	1.73691	1.67456	1.8494	
1.77969	1.75474	1.6828	1.88696	
1.77753	1.75706	1.68886	1.89145	
1.77658	1.77213	1.68378	1.89691	
1.78345	1.76946	1.68748	1.90073	
1.78335	1.78621	1.68607	1.89609	
1.78193	1.76457	1.69204	1.90295	
1.77204	1.75719	1.69419	1.90272	
1.79235	1.75717	1.69978	1.90826	
1.77798	1.69531	1.70596	1.90855	
1.77116	1.96252	1.69905	1.95383	
1.79048	1.91574	1.69905	1.99319	
1.79877	1.91865	1.70665	2.02425	
1.77821	1.90947	1.71157	2.05909	
1.7752	1.90524	1.70694	2.07657	
1.77259	1.88377	1.71643	2.07395	
1.76549	1.8868	1.71588	2.08919	
1.76974	1.90457	1.72685	2.08536	
1.76099	1.94	1.73316	2.13076	
1.7459	1.94009	1.73867	2.10195	
1.73162	1.9466	1.74428	2.09246	
1.63452	1.94874	1.76605	2.05202	
1.62656	1.9541	1.77023	2.04369	
1.63352	1.92305	1.77046	2.02418	
1.60767	1.92623	1.77056	2.02056	
1.60399	1.9191	1.79699	2.01528	
1.62393	1.92326	1.79029	1.99949	
1.62572	1.9437	1.81539	1.99372	
1.61538	1.94036	1.82806	1.98349	
1.61559	1.98428	1.82205	1.99089	
1.61979	1.70964	1.82449	1.93645	
1.58307	1.71048	1.81999	1.89508	
1.56189	1.70984	1.80457	1.87313	
1.56286	1.7339	1.81291	1.83283	
1.563	1.77646	1.82114	1.80967	
1.5616	1.78273	1.83063	1.81013	
1.56168	1.77801	1.8319	1.79917	
1.55015	1.75771	1.82544	1.80372	
1.54659	1.72017	1.83575	1.75867	
1.54363	1.72456	1.82886	1.76052	
1.54715	1.70773	1.82393	1.76873	
1.55212	1.68583	1.79079	2.27141	
1.55134	1.68353	1.80956	2.28808	
1.56852	1.69039	1.82148	2.32943	
1.56732	1.69721	1.81942	2.35291	
1.57806	1.68964	1.7957	2.35272	
1.57107	1.68849	1.78639	2.36754	
1.5815	1.66506	1.76409	2.38447	
1.59079	1.66139	1.74758	2.39756	
1.61065	1.68314	1.73949	2.41803	
1.62465	1.68252	1.72592	2.42377	
1.63343	1.69499	1.72718	2.41191	
1.64904	1.69274	1.73795	2.39931	
1.67827	1.71867	1.72992	2.38762	
1.69096	1.70734	1.73558	2.37488	
1.71911	1.70642	1.71268	2.36957	
1.73315	1.70686	1.70983	2.36572	
1.75103	1.72491	1.70149	2.36007	
1.88438	1.71945	1.6861	2.34356	
1.89633	1.71425	1.68743	2.33817	
1.89241	1.71478	1.68331	2.32681	
1.90832	1.72306	1.6889	1.81391	
1.90999	1.72041	1.65557	1.78393	
1.88949	1.71626	1.67035	1.75341	
1.89335	1.70171	1.66775	1.72093	
1.88305	1.71112	1.66261	1.71275	
1.87215	1.72325	1.6759	1.70005	
1.85379	1.71806	1.67653	1.68543	
1.83745	1.72853	1.68549	1.66192	
1.8167	1.71143	1.69837	1.62783	
1.79625	1.7112	1.71375	1.61403	
1.78855	1.70181	1.71083	1.62535	
1.79454	1.71605	1.70539	1.63335	
1.77089	1.66742	1.69427	1.63886	
1.76354	1.65655	1.67524	1.65289	
1.74631	1.66209	1.67806	1.66882	
1.74225	1.67423	1.67796	1.66756	
1.72096	1.66348	1.68629	1.70673	
1.58681	1.6848	1.68714	1.72409	
1.59435	1.69175	1.68863	1.72719	
1.60874	1.71008	1.69776	1.74669	
1.59085	1.70741	1.70515	1.7563	
1.65216	1.70601	1.71687	1.76058	
1.65752	1.69223	1.68986	1.75795	
1.65857	1.69991	1.6923	1.77254	
1.67029	1.69474	1.69885	1.77949	
1.67091	1.71297	1.69611	1.79081	
1.6841	1.72241	1.6932	1.79924	
1.7237	1.72619	1.6922	1.80251	
1.74485	1.74704	1.69427	2.07854	
1.76932	1.74602	1.69322	2.0921	
1.7967	1.74015	1.70058	2.08878	
1.7765	1.72311	1.72034	2.08752	
1.77122	1.73154	1.73166	2.08229	
1.77292	1.71981	1.73588	2.07804	
1.78272	1.73416	1.74076	2.07206	
1.78638	1.73259	1.74734	2.0787	
1.79505	1.74491	1.74728	2.04835	
1.80402	1.75595	1.74959	2.05243	
1.79661	1.75252	1.75102	2.07939	
1.81018	1.73294	1.75475	2.10844	
1.81442	1.73444	1.76347	2.15729	
1.75621	1.74574	1.75438	2.17504	
1.75255	1.7459	1.77141	2.19364	
1.75901	1.76221	1.77801	2.20712	
1.76315	1.76479	1.77575	2.21927	
1.77677	1.7414	1.7885	2.21814	
1.77923	1.73614	1.7916	2.23609	
1.74433	1.7403	1.81504	2.25526	
1.74895	1.71501	1.83113	1.97847	
1.7256	1.72714	1.84799	1.97182	
1.70111	1.74486	1.8529	1.96027	
1.72587	1.74641	1.84676	1.95586	
1.72377	1.73592	1.85983	1.96314	
1.7403	1.73124	1.87295	1.97307	
1.72495	1.8011	1.89065	1.95933	
1.7154	1.80164	1.90153	1.96251	
1.71134	1.79475	1.90019	1.96055	
1.70595	1.7928	1.89545	1.95223	
1.72483	1.79567	1.89533	1.92982	
1.71119	1.79702	1.88281	1.89484	
1.71544	1.80534	1.86739	1.8366	
1.71576	1.79271	1.88639	1.81993	
1.71458	1.79562	1.87836	1.80539	
1.72886	1.7836	1.88076	1.78645	
1.73412	1.80034	1.90417	1.81588	
1.72565	1.79312	1.90376	1.82637	
1.71339	1.79992	1.91874	1.82796	
1.73738	1.82192	1.89589	1.80698	
1.72957	1.84324	1.88042	1.82162	
1.7438	1.83922	1.86248	1.83065	
1.752	1.8269	1.86104	1.84699	
1.76668	1.83127	1.85427	1.87237	
1.78297	1.85408	1.85221	1.87693	
1.77665	1.8509	1.8703	1.87177	
1.81207	1.78243	1.85437	1.89692	
1.81883	1.77265	1.85558	1.89193	
1.83079	1.76284	1.86025	1.92913	
1.83579	1.76253	1.88523	1.94609	
1.8206	1.75682	1.88952	1.94696	
1.81932	1.75832	1.89946	1.93681	
1.81777	1.74324	1.89348	1.94569	
1.82181	1.7415	1.87946	1.95469	
1.84264	1.74384	1.88618	1.95395	
1.82188	1.70991	1.91551	1.95114	
1.80321	1.79945	1.88663	1.90711	
1.79873	1.8075	1.86791	1.89224	
1.7968	1.81371	1.86144	1.87106	
1.77377	1.77721	1.86394	1.8901	
1.7548	1.82356	1.8749	1.87491	
1.74327	1.83743	1.87078	1.86062	
1.74227	1.83642	1.86913	1.85595	
1.70972	1.82646	1.86777	1.84776	
1.70389	1.80488	1.87506	1.83831	
1.69553	1.80125	1.86708	1.83571	
1.66527	1.79655	1.86048	1.81681	
1.66858	1.80226	1.85642	1.80669	
1.66473	1.80657	1.86687	1.76554	
1.68215	1.77726	1.85198	1.74601	
1.67779	1.793	1.85469	1.74377	
1.67809	1.79137	1.85969	1.75601	
1.68303	1.81029	1.88518	1.76898	
1.68085	1.81704	1.87442	1.76509	
1.66667	1.83774	1.85341	1.75926	
1.67212	1.85985	1.83729	1.75785	
1.67783	1.77658	1.83656	1.75841	
1.68446	1.77608	1.86252	1.75794	
1.74915	1.78267	1.88719	1.75732	
1.75379	1.79769	1.88007	1.73854	
1.76438	1.7366	1.86636	1.74912	
1.75948	1.72659	1.88502	1.75234	
1.74865	1.72846	1.88388	1.74543	
1.75523	1.75157	1.88001	1.73236	
1.76009	1.74985	1.87421	1.72812	
1.76208	1.75563	1.88467	1.72736	
1.76594	1.73042	1.88724	1.72458	
1.76177	1.73004	1.86343	1.7191	
1.76967	1.73069	1.84398	1.71827	
1.75839	1.75521	1.82512	1.71914	
1.76196	1.73697	1.81724	1.70687	
1.75533	1.73968	1.8127	1.69037	
1.75642	1.74692	1.82216	1.67049	
1.75935	1.74059	1.82434	1.67308	
1.76135	1.72466	1.83856	1.6845	
1.76324	1.74582	1.80986	1.69331	
1.76563	1.71684	1.80924	1.68868	
1.7649	1.72332	1.78904	1.68738	
1.70984	1.70215	1.75406	1.68379	
1.71047	1.68352	1.77442	1.67828	
1.71473	1.68539	1.77205	1.67871	
1.72842	1.67561	1.75296	1.67631	
1.73444	1.67176	1.76561	1.68629	
1.73107	1.67087	1.7759	1.69403	
1.73758	1.68032	1.76408	1.70332	
1.73667	1.69349	1.73145	1.70012	
1.73791	1.70663	1.73487	1.70546	
1.74386	1.7191	1.75861	1.71253	
1.72881	1.70667	1.77468	1.70622	
1.72672	1.69416	1.77921	1.7038	
1.72738	1.69834	1.7936	1.712	
1.72498	1.71028	1.80769	1.72034	
1.72016	1.69174	1.77892	1.71666	
1.71915	1.71205	1.79411	1.71461	
1.71932	1.70975	1.78434	1.71261	
1.72551	1.69964	1.79104	1.72658	
1.72414	1.70196	1.79059	1.7251	
1.73099	1.70849	1.80727	1.72613	
1.73277	1.71697	1.80837	1.73453	
1.73235	1.71567	1.78742	1.73836	
1.71887	1.71061	1.81	1.73994	
1.71349	1.70729	1.82458	1.74124	
1.72069	1.7043	1.82861	1.7296	
1.72531	1.68338	1.83239	1.71277	
1.71956	1.70154	1.82756	1.7027	
1.7204	1.68826	1.82668	1.69353	
1.71756	1.701	1.83055	1.68241	
1.71525	1.68211	1.80851	1.69334	
1.71717	1.67927	1.81356	1.71176	
1.71367	1.66858	1.85046	1.70415	
1.71341	1.66366	1.8381	1.69783	
1.71916	1.66004	1.83519	1.692	
1.7193	1.66115	1.84366	1.69191	
1.72129	1.63929	1.84563	1.68625	
1.71392	1.63786	1.85483	1.67761	
1.70617	1.62056	1.85775	1.65893	
1.69974	1.62433	1.8782	1.66462	
1.68641	1.60336	1.85435	1.67173	
1.68371	1.59575	1.84705	1.67098	
1.68118	1.59612	1.86737	1.67284	
1.69138	1.60524	1.84346	1.66215	
1.72911	1.61974	1.82295	1.65811	
1.73047	1.61925	1.80418	1.65234	
1.72831	1.62431	1.8003	1.66021	
1.71766	1.61447	1.79919	1.66589	
1.71635	1.64608	1.79261	1.68812	
1.71257	1.62805	1.78426	1.7075	
1.70739	1.6375	1.78821	1.69967	
1.71511	1.64515	1.76962	1.68597	
1.71459	1.63913	1.75923	1.69185	
1.71377	1.63712	1.76535	1.69204	
1.71694	1.62552	1.75053	1.69918	
1.7093	1.61692	1.74392	1.70826	
1.701	1.61674	1.73453	1.70307	
1.70661	1.61861	1.72257	1.71217	
1.70606	1.64427	1.7297	1.71937	
1.71409	1.64526	1.7144	1.71107	
1.70954	1.64963	1.71757	1.69892	
1.70634	1.65822	1.73849	1.68788	
1.70638	1.66633	1.71135	1.67936	
1.70678	1.66832	1.72264	1.69629	
1.67349	1.6887	1.74373	1.70281	
1.66396	1.6997	1.74142	1.71327	
1.6605	1.72626	1.72986	1.71688	
1.6709	1.72364	1.7387	1.71619	
1.67211	1.70013	1.75374	1.69538	
1.671	1.70551	1.77414	1.67598	
1.66717	1.71097	1.77602	1.66984	
1.65684	1.71078	1.7735	1.67447	
1.65765	1.72418	1.75628	1.68521	
1.66527	1.73597	1.74383	1.69213	
1.67287	1.76711	1.75635	1.70021	
1.71489	1.7745	1.74794	1.70263	
1.72694	1.79684	1.76128	1.71018	
1.73077	1.81317	1.7816	1.7001	
1.73215	1.78744	1.76432	1.69052	
1.74059	1.80195	1.76072	1.7047	
1.75195	1.81188	1.77388	1.71397	
1.75821	1.80454	1.75809	1.7249	
1.76682	1.82024	1.75875	1.73438	
1.7633	1.80628	1.74015	1.71894	
1.76316	1.78531	1.7148	1.71408	
1.7705	1.80475	1.73565	1.70643	
1.77167	1.7801	1.73174	1.69192	
1.76379	1.80014	1.73411	1.69112	
1.75935	1.78843	1.71816	1.70498	
1.76488	1.79726	1.69486	1.70856	
1.77298	1.78718	1.71729	1.70996	
1.77754	1.78175	1.71784	1.70027	
1.7822	1.80412	1.71036	1.68016	
1.78453	1.80087	1.71821	1.67334	
1.7793	1.77247	1.70343	1.65138	
1.74474	1.76616	1.70846	1.64564	
1.73809	1.75129	1.69217	1.64876	
1.73121	1.73945	1.68214	1.66268	
1.72871	1.73921	1.70221	1.67024	
1.7231	1.72881	1.70384	1.67322	
1.72373	1.73353	1.7062	1.67004	
1.72261	1.74048	1.73413	1.66154	
1.7118	1.71973	1.73696	1.65287	
1.72846	1.72241	1.75205	1.65776	
1.72209	1.7135	1.7636	1.65822	
1.71587	1.70733	1.75874	1.66364	
1.71284	1.70487	1.77437	1.67815	
1.71852	1.67868	1.76934	1.67343	
1.72307	1.70557	1.79502	1.66219	
1.72608	1.70404	1.80624	1.66133	
1.72979	1.70699	1.79095	1.66244	
1.73641	1.71063	1.80711	1.66252	
1.73092	1.68079	1.81373	1.67479	
1.72376	1.67488	1.83004	1.67729	
1.71579	1.67744	1.84738	1.68919	
1.71859	1.70129	1.85315	1.68785	
1.7222	1.70005	1.87505	1.69987	
1.72888	1.71272	1.89701	1.68156	
1.73138	1.71838	1.87736	1.6737	
1.72633	1.73939	1.88329	1.66285	
1.72292	1.72257	1.86857	1.66949	
1.72601	1.72154	1.85325	1.67703	
1.73282	1.71909	1.85615	1.6858	
1.71747	1.75162	1.84335	1.68277	
1.72374	1.75896	1.83334	1.6819	
1.72775	1.75798	1.85165	1.67448	
1.72812	1.76034	1.84561	1.65998	
1.72653	1.7578	1.8483	1.67025	
1.72394	1.73368	1.82256	1.67591	
1.72413	1.73835	1.81816	1.68597	
1.72241	1.74024	1.80695	1.69692	
1.7202	1.74782	1.81287	1.70555	
1.72261	1.74888	1.81322	1.70758	
1.72677	1.75686	1.79867	1.70492	
1.73033	1.76243	1.78764	1.69172	
1.72849	1.74199	1.78008	1.69202	
1.72558	1.75259	1.74964	1.67998	
1.72526	1.73984	1.72502	1.69236	
1.72357	1.73498	1.73017	1.6906	
1.73047	1.71197	1.72913	1.69464	
1.74837	1.72754	1.73101	1.68222	
1.75181	1.73066	1.71502	1.67398	
1.75086	1.7478	1.73714	1.66481	
1.74667	1.72435	1.7457	1.66814	
1.74298	1.72867	1.75349	1.66859	
1.74307	1.72477	1.73253	1.6716	
1.74312	1.73879	1.72437	1.67218	
1.74584	1.73379	1.71454	1.66169	
1.74372	1.74366	1.71852	1.65305	
1.74636	1.74046	1.7162	1.63745	
1.74897	1.73543	1.72486	1.6188	
1.74708	1.73779	1.70008	1.61114	
1.74196	1.75952	1.696	1.60513	
1.73159	1.77193	1.70072	1.60531	
1.72536	1.76353	1.70335	1.61172	
1.72432	1.76206	1.70525	1.60968	
1.73256	1.75376	1.71456	1.60112	
1.7306	1.74304	1.7104	1.5893	
1.73041	1.74184	1.70712	1.59921	
1.72614	1.76679	1.74329	1.60031	
1.70857	1.80477	1.7442	1.61134	
1.70688	1.79535	1.75883	1.621	
1.70456	1.78312	1.738	1.62909	
1.70629	1.77514	1.73721	1.6239	
1.7074	1.76276	1.74406	1.62049	
1.70716	1.74568	1.76157	1.61567	
1.71283	1.72627	1.77435	1.61941	
1.71234	1.72372	1.78057	1.63019	
1.71627	1.71451	1.79569	1.64044	
1.70809	1.69566	1.81629	1.65497	
1.70081	1.69302	1.81971	1.6755	
1.6968	1.68003	1.82328	1.677	
1.6978	1.65334	1.81988	1.67178	
1.692	1.63133	1.81953	1.6716	
1.68682	1.63021	1.81553	1.67617	
1.68044	1.63018	1.81983	1.66875	
1.66172	1.62312	1.81846	1.66928	
1.65282	1.62308	1.82528	1.68468	
1.64632	1.62475	1.83139	1.68191	
1.63845	1.59649	1.80507	1.69848	
1.63097	1.54836	1.807	1.69026	
1.62046	1.54289	1.80713	1.68051	
1.61649	1.54401	1.80821	1.67617	
1.61041	1.54452	1.81163	1.68819	
1.60431	1.55483	1.8077	1.69633	
1.63081	1.55854	1.77871	1.70306	
1.62094	1.56816	1.78027	1.70818	
1.6175	1.59281	1.77683	1.69992	
1.62181	1.59211	1.76567	1.68932	
1.62725	1.59686	1.75011	1.68437	
1.63307	1.62394	1.73987	1.674	
1.63966	1.62781	1.74031	1.69909	
1.6429	1.644	1.73904	1.69902	
1.64958	1.67462	1.72591	1.69554	
1.65145	1.70406	1.72512	1.68782	
1.65297	1.70823	1.72474	1.69981	
1.66179	1.70689	1.73099	1.69979	
1.67772	1.70592	1.72197	1.68255	
1.68924	1.73189	1.71264	1.67084	
1.69047	1.73295	1.69704	1.65474	
1.69396	1.73321	1.6945	1.66284	
1.69541	1.73778	1.6907	1.67271	
1.69431	1.75659	1.69606	1.68069	
1.70176	1.76563	1.68347	1.67104	
1.7059	1.75012	1.67066	1.67469	
1.68206	1.74892	1.67529	1.67069	
1.69199	1.75811	1.67066	1.67316	
1.69445	1.74883	1.67051	1.68152	
1.68649	1.75459	1.66352	1.68688	
1.6776	1.758	1.65518	1.68321	
1.66736	1.75011	1.65054	1.68238	
1.65798	1.76005	1.64797	1.66092	
1.65385	1.75609	1.64971	1.66003	
1.66316	1.75501	1.66618	1.66073	
1.67356	1.74103	1.66546	1.66162	
1.68081	1.76761	1.67726	1.6525	
1.68241	1.7715	1.66752	1.65425	
1.68228	1.788	1.66729	1.65961	
1.6767	1.77097	1.69249	1.65601	
1.6796	1.77772	1.69842	1.64558	
1.68321	1.79357	1.7	1.62948	
1.68742	1.80747	1.69326	1.61656	
1.69407	1.79125	1.6848	1.60049	
1.69797	1.79908	1.72682	1.60298	
1.70379	1.81115	1.73249	1.59683	
1.70054	1.82719	1.74008	1.59663	
1.69048	1.82242	1.74917	1.58914	
1.68494	1.82857	1.766	1.58733	
1.71671	1.82988	1.77997	1.58396	
1.72589	1.84069	1.79484	1.59143	
1.73195	1.84936	1.8101	1.59925	
1.74185	1.85428	1.80676	1.60482	
1.7468	1.85221	1.82341	1.61603	
1.74137	1.84538	1.82508	1.62317	
1.73665	1.84246	1.82912	1.62283	
1.7305	1.80854	1.80727	1.62784	
1.72898	1.83067	1.8051	1.62159	
1.72504	1.8225	1.80253	1.61773	
